id,longitude,latitude,lsoa_location,police_force,date,severity,vehicles,casualties,road_type,speed_limit,weather,road_conditions,human_crossing
2321,-3.940604,51.617654,W01001955,62,2016-05-05,3,2,2,6,30,1,0,0
2322,-3.349013,51.548656,W01001277,62,2016-05-03,3,2,2,6,40,1,0,0
2323,-3.191307,51.495269,W01001721,62,2016-05-05,3,2,2,3,30,1,0,0
2324,-3.172979,51.47773,W01001941,62,2016-05-09,3,2,1,6,20,1,0,0
2325,-3.135317,51.525615,W01001811,62,2016-02-24,3,2,2,3,50,1,0,0
2326,-3.721387,51.639939,W01000920,62,2016-02-25,3,1,1,6,60,1,0,0
2327,-3.945186,51.651822,W01000821,62,2016-05-06,3,2,1,6,30,1,0,0
2328,-3.345147,51.690801,W01001302,62,2016-05-08,3,4,3,6,30,1,0,0
2329,-3.173337,51.475982,W01001952,62,2016-05-07,3,2,3,6,30,2,0,0
2330,-3.339151,51.555144,W01001196,62,2016-05-03,3,2,1,6,30,1,0,0
2331,-3.787904,51.596411,W01000884,62,2016-05-07,2,1,1,3,30,1,0,0
2332,-3.478357,51.62693,W01001166,62,2016-05-08,2,1,1,6,30,1,0,0
2333,-3.785568,51.598326,W01000884,62,2016-05-06,3,2,1,1,30,1,0,0
2334,-3.575101,51.553509,W01001057,62,2016-05-09,3,2,3,6,30,2,0,0
2335,-3.68162,51.547076,W01000933,62,2016-05-06,2,2,1,6,30,1,0,0
2336,-3.457373,51.624486,W01001247,62,2016-04-29,3,2,1,6,30,1,0,0
2337,-3.374227,51.752374,W01001305,62,2016-05-09,2,2,5,6,30,1,0,0
2338,-3.169519,51.471938,W01001699,62,2016-05-08,2,2,5,3,30,1,0,0
2339,-3.939901,51.632683,W01000790,62,2016-02-28,3,1,1,6,30,1,0,0
2340,-3.202458,51.476173,W01001711,62,2016-05-06,2,1,1,6,30,1,0,0
2341,-3.816617,51.660653,W01000922,62,2016-05-07,3,2,1,1,30,1,0,0
2342,-3.239936,51.482913,W01001746,62,2016-04-26,3,2,1,6,30,1,0,0
2343,-3.366128,51.526823,W01001225,62,2016-05-07,3,2,3,3,50,1,0,0
2344,-3.272338,51.425367,W01001097,62,2016-05-08,3,2,2,6,40,1,0,0
2345,-3.434931,51.647647,W01001276,62,2016-05-02,3,2,1,6,30,1,0,0
2346,-3.873192,51.667227,W01000801,62,2016-05-06,3,1,1,6,30,1,0,0
2347,-3.85611,51.659711,W01000916,62,2016-05-10,3,3,1,6,30,2,0,0
2348,-3.269327,51.465667,W01001702,62,2016-05-09,3,1,1,3,70,2,0,0
2349,-3.39841,51.759975,W01001324,62,2016-05-01,3,1,1,6,30,1,0,0
2350,-3.798754,51.658671,W01000938,62,2016-05-13,2,3,1,6,30,1,0,0
2351,-3.192487,51.48087,W01001862,62,2016-05-11,3,2,1,3,30,1,0,0
2352,-3.573875,51.510461,W01001021,62,2016-05-01,3,1,1,6,30,1,0,0
2353,-3.284898,51.397767,W01001062,62,2016-04-30,2,2,1,6,30,1,0,0
2354,-3.837964,51.627894,W01000917,62,2016-04-16,3,2,2,3,70,1,0,0
2355,-3.280675,51.401482,W01001101,62,2016-05-06,3,1,1,2,30,1,0,0
2356,-3.770496,51.582053,W01000932,62,2016-05-01,3,2,2,3,50,2,0,0
2357,-3.297304,51.668078,W01001290,62,2016-05-16,3,2,2,6,30,1,0,0
2358,-3.217856,51.427672,W01001089,62,2016-05-16,3,1,1,6,50,1,0,0
2359,-3.86585,51.736973,W01000946,62,2016-05-14,2,1,1,3,30,1,0,0
2360,-3.362145,51.522328,W01001225,62,2016-05-06,2,2,1,3,50,1,0,0
2361,-3.206207,51.500899,W01001756,62,2016-05-16,3,2,1,3,40,1,0,0
2362,-3.415275,51.763163,W01001324,62,2016-05-14,3,1,1,3,60,1,0,0
2363,-3.447257,51.619387,W01001261,62,2016-05-13,3,1,1,6,30,1,0,0
2364,-3.433068,51.602754,W01001253,62,2016-05-11,3,2,1,6,30,1,0,0
2365,-3.613046,51.748377,W01000926,62,2016-04-30,3,3,1,6,30,1,0,0
2366,-4.015058,51.748968,W01000847,62,2016-05-14,2,1,1,6,30,1,0,0
2367,-3.573787,51.508331,W01001021,62,2016-05-17,3,2,1,6,30,1,0,0
2368,-3.942245,51.619209,W01001955,62,2016-05-15,3,1,1,6,30,1,0,0
2369,-3.572784,51.530681,W01001008,62,2016-05-16,2,2,1,6,30,1,0,0
2370,-3.894453,51.648937,W01000740,62,2016-05-16,3,2,1,6,30,1,0,0
2371,-3.169491,51.478736,W01001695,62,2016-05-18,3,1,1,3,30,1,0,0
2372,-3.934012,51.624336,W01000850,62,2016-05-17,3,2,1,6,30,1,0,0
2373,-3.162094,51.494771,W01001824,62,2016-05-16,3,1,1,6,30,1,0,0
2374,-3.201787,51.466513,W01001759,62,2016-05-16,3,2,1,6,30,1,0,0
2375,-3.167248,51.436532,W01001123,62,2016-04-26,3,1,1,6,30,1,0,0
2376,-3.176112,51.502688,W01001836,62,2016-05-17,3,2,1,6,30,1,0,0
2377,-3.112542,51.519737,W01001883,62,2016-05-18,3,1,1,6,30,1,0,0
2378,-3.352789,51.768484,W01001295,62,2016-05-13,3,1,2,6,30,1,0,0
2379,-3.537508,51.531635,W01000998,62,2016-05-15,3,2,1,3,70,1,0,0
2380,-3.949343,51.618651,W01000745,62,2016-05-16,3,2,1,6,30,1,0,0
2381,-3.146754,51.524685,W01001816,62,2016-05-18,2,2,1,6,30,1,0,0
2382,-4.016412,51.626726,W01000781,62,2016-05-18,3,1,1,6,30,1,0,0
2383,-4.031663,51.586149,W01000737,62,2016-05-16,3,2,2,6,30,1,0,0
2384,-3.95503,51.621919,W01000747,62,2016-05-12,3,1,1,6,20,1,0,0
2385,-3.445755,51.71071,W01001150,62,2016-05-15,3,2,1,6,30,1,0,0
2386,-3.356734,51.550752,W01001157,62,2016-05-12,3,1,1,6,30,1,0,0
2387,-3.653191,51.608655,W01001014,62,2016-05-13,3,3,2,6,30,1,0,0
2388,-3.160315,51.49335,W01001833,62,2016-05-20,3,2,3,6,30,1,0,0
2389,-3.20375,51.509898,W01001890,62,2016-05-26,3,2,1,3,30,1,0,0
2390,-3.204509,51.481862,W01001712,62,2016-05-19,3,1,1,6,30,1,0,0
2391,-3.213663,51.457246,W01001090,62,2016-05-19,3,2,1,6,40,1,0,0
2392,-3.178277,51.483252,W01001939,62,2016-05-17,1,1,1,6,30,1,0,0
2393,-3.818075,51.63386,W01000895,62,2016-05-19,3,2,2,6,30,2,0,0
2394,-3.356882,51.767709,W01001295,62,2016-03-18,3,2,1,6,60,1,0,0
2395,-3.466948,51.418039,W01001108,62,2016-05-16,3,2,2,6,30,1,0,0
2396,-3.166873,51.481676,W01001695,62,2016-05-15,3,1,1,6,30,1,0,0
2397,-3.146736,51.506765,W01001828,62,2016-05-21,3,4,2,1,40,1,0,0
2398,-3.350642,51.763069,W01001298,62,2016-05-11,3,2,1,6,30,2,0,0
2399,-3.808049,51.668419,W01000906,62,2016-05-20,3,3,1,6,30,1,0,0
2400,-3.41917,51.698356,W01001142,62,2016-05-12,3,2,1,6,30,1,0,0
2401,-3.177233,51.476267,W01001941,62,2016-05-21,3,1,1,6,30,1,0,0
2402,-3.187669,51.527111,W01001791,62,2016-03-28,3,2,2,6,30,1,0,0
2403,-3.413289,51.701862,W01001169,62,2016-05-20,3,1,1,6,30,1,0,0
2404,-3.821693,51.662822,W01000923,62,2016-04-29,3,2,1,6,30,1,0,0
2405,-3.233054,51.5214,W01001894,62,2016-05-22,3,1,1,6,30,8,0,0
2406,-3.157958,51.48903,W01001698,62,2016-05-20,3,2,1,6,30,1,0,0
2407,-3.714949,51.766447,W01000965,62,2016-05-21,2,2,1,6,30,2,0,0
2408,-3.449655,51.714538,W01001148,62,2016-05-21,2,1,1,1,30,1,0,0
2409,-3.243394,51.489828,W01001750,62,2016-05-18,3,3,2,6,30,1,0,0
2410,-3.33514,51.598955,W01001262,62,2016-05-11,3,2,1,3,30,2,0,0
2411,-3.288555,51.397475,W01001062,62,2016-05-18,3,1,1,6,30,1,0,0
2412,-4.006435,51.656987,W01000786,62,2016-05-23,3,3,1,6,60,1,0,0
2413,-3.322574,51.587875,W01001264,62,2016-05-22,3,1,1,6,20,1,0,0
2414,-3.641743,51.667202,W01000920,62,2016-05-23,3,1,1,6,60,1,0,0
2415,-3.353068,51.710924,W01001312,62,2016-05-23,3,2,1,3,70,1,4,0
2416,-3.382217,51.758773,W01001301,62,2016-05-23,3,1,1,6,30,1,0,0
2417,-3.343093,51.687381,W01001302,62,2016-05-24,3,1,1,6,30,1,0,0
2418,-3.200493,51.507692,W01001890,62,2016-05-21,3,2,1,3,30,1,0,0
2419,-3.17739,51.476229,W01001941,62,2016-05-22,2,4,1,6,30,4,0,0
2420,-3.26863,51.559867,W01001240,62,2016-05-25,3,2,2,3,40,1,0,0
2421,-3.761532,51.577934,W01000967,62,2016-05-13,3,2,1,6,30,1,0,0
2422,-3.112104,51.525424,W01001840,62,2016-05-25,3,2,1,6,30,1,0,0
2423,-4.165949,51.575293,W01000775,62,2016-03-20,2,2,1,6,40,1,0,0
2424,-3.327668,51.552649,W01001197,62,2016-05-26,2,1,1,6,60,1,0,0
2425,-3.696768,51.495232,W01001032,62,2016-05-29,3,3,2,6,40,1,0,0
2426,-3.350599,51.509171,W01001113,62,2016-03-10,2,4,1,7,70,1,0,0
2427,-3.975877,51.641849,W01000761,62,2016-03-17,3,1,1,6,30,1,0,0
2428,-3.423689,51.756092,W01001291,62,2016-05-26,3,3,2,6,60,1,0,0
2429,-3.995503,51.668801,W01000837,62,2016-05-26,3,2,1,3,50,1,0,0
2430,-3.336025,51.622216,W01001181,62,2016-05-25,3,2,1,6,30,1,0,0
2431,-3.370798,51.756829,W01001310,62,2016-05-26,3,1,1,6,30,1,0,0
2432,-3.145051,51.535528,W01001841,62,2016-05-27,3,2,1,6,30,1,0,0
2433,-4.029986,51.716788,W01000847,62,2016-05-18,3,2,1,6,30,1,0,0
2434,-3.883713,51.792081,W01000928,62,2016-05-26,3,1,1,6,30,1,0,0
2435,-3.597806,51.482306,W01001127,62,2016-05-29,1,1,1,6,40,1,0,0
2436,-3.872779,51.667738,W01000801,62,2016-05-27,3,3,1,6,30,1,0,0
2437,-3.455455,51.707174,W01001149,62,2016-05-26,2,2,1,6,60,1,0,0
2438,-3.188073,51.490563,W01001939,62,2016-05-27,3,2,1,6,30,1,0,0
2439,-3.438898,51.534999,W01001190,62,2016-05-29,1,1,1,6,30,1,0,0
2440,-3.185462,51.490967,W01001721,62,2016-05-26,3,2,1,6,30,1,0,0
2441,-3.167682,51.489077,W01001834,62,2016-05-28,3,2,1,6,30,1,0,0
2442,-3.750827,51.565658,W01000933,62,2016-05-22,3,2,1,3,40,1,0,0
2443,-3.759936,51.679986,W01000970,62,2016-05-25,3,1,1,6,30,1,0,0
2444,-3.089558,51.529034,W01001877,62,2016-05-27,3,3,2,6,30,1,0,0
2445,-3.744681,51.564913,W01000933,62,2016-05-30,3,1,1,3,40,1,0,0
2446,-3.576938,51.49525,W01001037,62,2016-06-11,3,2,1,1,30,1,0,0
2447,-3.138362,51.501478,W01001865,62,2016-05-22,3,2,2,6,30,1,0,0
2448,-3.258489,51.411848,W01001079,62,2016-05-27,2,1,1,6,30,1,0,0
2449,-3.268874,51.405711,W01001063,62,2016-05-28,2,1,1,2,30,1,0,0
2450,-3.178224,51.489035,W01001922,62,2016-04-18,3,2,1,6,30,1,0,0
2451,-3.259574,51.429875,W01001072,62,2016-05-29,3,2,1,6,40,1,0,0
2452,-3.32863,51.651919,W01001145,62,2016-05-27,3,3,1,6,20,1,0,0
2453,-3.189471,51.493363,W01001721,62,2016-06-11,3,2,2,3,30,2,0,0
2454,-3.484199,51.530523,W01001040,62,2016-05-28,3,2,3,1,30,1,0,0
2455,-3.21712,51.516837,W01001889,62,2016-05-30,2,2,1,3,30,1,0,0
2456,-3.340768,51.6013,W01001228,62,2016-05-28,3,2,1,6,20,1,0,0
2457,-3.383843,51.685388,W01001208,62,2016-05-28,3,1,1,6,30,1,0,0
2458,-3.39699,51.750577,W01001306,62,2016-05-29,3,2,3,1,70,1,0,0
2459,-3.472519,51.646067,W01001288,62,2016-05-29,3,3,2,6,30,1,0,0
2460,-3.315364,51.65206,W01001146,62,2016-05-26,3,2,1,3,60,1,0,0
2461,-3.197484,51.504522,W01001757,62,2016-05-26,3,2,1,1,30,1,0,0
2462,-3.444521,51.712857,W01001150,62,2016-06-01,3,1,1,6,30,1,0,0
2463,-3.577643,51.567782,W01001009,62,2016-05-29,3,1,1,6,60,1,0,0
2464,-3.207657,51.545952,W01001852,62,2016-06-02,2,2,1,6,40,1,0,0
2465,-3.349018,51.710998,W01001313,62,2016-05-29,3,1,1,6,30,1,0,0
2466,-3.189051,51.501604,W01001755,62,2016-05-30,3,2,2,6,30,1,0,0
2467,-4.05201,51.586613,W01000737,62,2016-05-29,3,2,2,6,30,1,0,0
2468,-3.14668,51.492495,W01001697,62,2016-05-28,3,2,1,3,30,1,0,0
2469,-3.787355,51.598982,W01000889,62,2016-06-02,3,2,1,7,30,1,0,0
2470,-3.82116,51.607338,W01000961,62,2016-05-28,3,2,1,6,30,1,0,0
2471,-4.03849,51.713061,W01000846,62,2016-06-01,3,2,2,6,30,1,0,0
2472,-3.228143,51.488334,W01001782,62,2016-06-03,3,3,1,3,40,1,0,0
2473,-3.361688,51.549526,W01001158,62,2016-05-28,2,3,2,6,30,1,0,0
2474,-3.906954,51.676756,W01000815,62,2016-06-03,3,2,1,3,70,1,0,0
2475,-3.182369,51.489452,W01001721,62,2016-06-03,3,1,1,6,30,1,0,0
2476,-3.206782,51.539586,W01001852,62,2016-05-31,3,4,1,1,30,1,0,0
2477,-3.808807,51.615568,W01000889,62,2016-06-04,3,2,1,1,50,1,0,0
2478,-3.595734,51.540497,W01000974,62,2016-06-03,3,2,1,6,30,1,0,0
2479,-3.786959,51.595148,W01000884,62,2016-06-05,3,2,1,6,30,1,0,0
2480,-4.024754,51.641448,W01000759,62,2016-06-03,3,2,1,6,30,1,0,0
2481,-3.560806,51.495349,W01001037,62,2016-06-03,3,2,1,3,40,1,0,0
2482,-3.142436,51.490405,W01001876,62,2016-06-03,3,1,1,6,30,1,0,0
2483,-4.00128,51.580978,W01000880,62,2016-06-03,3,3,1,6,30,1,0,0
2484,-3.335743,51.653421,W01001145,62,2016-06-04,1,1,1,6,30,1,0,0
2485,-3.351425,51.549752,W01001277,62,2016-06-04,3,1,1,6,30,1,0,0
2486,-3.12997,51.509913,W01001806,62,2016-06-05,3,2,3,3,30,1,0,0
2487,-3.317961,51.648407,W01001146,62,2016-06-03,3,2,1,3,70,1,0,0
2488,-3.433552,51.578686,W01001249,62,2016-06-18,3,3,3,6,60,1,0,0
2489,-3.808193,51.66661,W01000906,62,2016-05-31,2,1,1,3,60,1,0,0
2490,-3.953235,51.629899,W01000864,62,2016-05-23,3,1,1,6,30,1,0,0
2491,-3.880323,51.650163,W01000738,62,2016-06-02,3,2,1,6,30,1,0,0
2492,-3.427263,51.570516,W01001252,62,2016-05-25,3,2,1,6,60,1,0,0
2493,-3.187077,51.473866,W01001764,62,2016-06-06,2,2,1,6,30,1,0,0
2494,-3.247445,51.476233,W01001742,62,2016-06-08,3,2,1,3,30,1,0,0
2495,-3.38342,51.749767,W01001307,62,2016-05-24,3,2,1,6,30,1,0,0
2496,-3.179684,51.495926,W01001720,62,2016-05-30,3,2,7,6,30,1,0,0
2497,-3.284533,51.465258,W01001113,62,2016-06-07,3,4,1,6,60,1,0,0
2498,-3.45228,51.620188,W01001248,62,2016-06-01,3,1,1,6,30,1,0,0
2499,-3.548341,51.681618,W01001267,62,2016-06-06,3,1,1,6,30,1,0,0
2500,-3.238122,51.489308,W01001752,62,2016-06-04,3,2,1,6,30,1,0,0
2501,-3.867741,51.622585,W01000917,62,2016-06-05,3,1,1,3,50,1,0,0
2502,-3.250916,51.488911,W01001753,62,2016-06-06,3,2,1,6,30,1,0,0
2503,-3.338722,51.555266,W01001196,62,2016-06-07,3,2,1,6,30,1,0,0
2504,-3.394266,51.551778,W01001195,62,2016-06-07,3,2,1,6,60,1,0,0
2505,-3.823955,51.73567,W01000946,62,2016-06-08,3,1,1,6,60,1,0,0
2506,-3.094493,51.526812,W01001877,62,2016-06-09,3,2,1,6,30,1,0,0
2507,-3.936975,51.641328,W01000788,62,2016-06-08,3,2,1,3,40,1,0,0
2508,-3.372166,51.532031,W01001225,62,2016-05-06,2,1,1,3,50,1,0,0
2509,-3.676363,51.648027,W01000920,62,2016-06-07,3,1,1,6,30,1,0,0
2510,-3.99066,51.613083,W01000861,62,2016-06-03,3,3,1,1,30,1,0,0
2511,-3.243357,51.483713,W01001737,62,2016-05-28,2,2,1,6,30,1,0,0
2512,-3.565141,51.495291,W01001037,62,2016-06-16,3,3,2,6,40,1,0,0
2513,-3.805892,51.657455,W01000935,62,2016-06-07,3,1,1,6,30,1,0,0
2514,-3.328183,51.47273,W01001113,62,2016-06-07,2,1,1,6,30,1,0,0
2515,-3.370963,51.450674,W01001119,62,2016-06-06,3,1,1,6,60,1,0,0
2516,-3.826871,51.712083,W01000956,62,2016-06-12,3,2,1,6,30,1,0,0
2517,-3.339153,51.555207,W01001196,62,2016-06-06,3,2,4,6,30,2,0,0
2518,-3.868955,51.807972,W01000931,62,2016-06-11,3,2,2,6,30,2,0,0
2519,-3.838298,51.660828,W01000912,62,2016-06-08,3,1,1,6,30,1,0,0
2520,-4.038394,51.693864,W01000842,62,2016-06-09,3,1,1,6,30,1,0,0
2521,-3.582156,51.495332,W01001036,62,2016-06-08,3,3,2,6,30,1,0,0
2522,-3.877705,51.620385,W01000917,62,2016-06-09,3,2,3,3,40,1,0,0
2523,-4.239981,51.615037,W01000776,62,2016-06-12,3,2,1,6,30,1,0,0
2524,-3.30517,51.412012,W01001119,62,2016-06-13,2,1,3,6,40,1,0,0
2525,-3.744217,51.612715,W01000898,62,2016-06-13,3,2,1,6,60,2,0,0
2526,-3.85945,51.714072,W01000948,62,2016-06-08,3,2,1,6,30,1,0,0
2527,-3.358359,51.746453,W01001316,62,2016-06-12,3,1,3,1,60,1,0,0
2528,-3.481038,51.626726,W01001166,62,2016-06-10,3,2,1,6,30,1,0,0
2529,-3.623842,51.505715,W01000989,62,2016-06-11,3,2,2,6,30,1,0,0
2530,-3.699465,51.527431,W01001049,62,2016-06-11,2,2,1,6,30,1,0,0
2531,-3.97388,51.644122,W01000761,62,2016-06-12,3,1,1,6,30,1,0,0
2532,-3.937044,51.620563,W01001955,62,2016-06-11,3,2,1,3,30,1,0,0
2533,-3.306196,51.57145,W01001244,62,2016-06-10,2,2,1,6,30,1,0,0
2534,-3.199742,51.511486,W01001774,62,2016-06-10,3,2,1,6,30,2,0,0
2535,-3.319948,51.624763,W01001164,62,2016-05-23,3,3,1,3,70,1,0,0
2536,-3.440632,51.635528,W01001201,62,2016-05-29,2,1,1,6,30,1,0,0
2537,-3.227641,51.499687,W01001780,62,2016-04-16,3,3,1,6,30,1,0,0
2538,-3.409881,51.612189,W01001232,62,2016-06-13,3,2,1,6,30,2,0,0
2539,-3.777471,51.589915,W01000951,62,2016-04-16,3,1,1,6,30,1,0,0
2540,-3.132805,51.518473,W01001805,62,2016-06-03,3,1,1,6,30,1,0,0
2541,-3.821955,51.625742,W01000897,62,2016-06-03,3,2,2,3,70,1,0,0
2542,-3.268373,51.559456,W01001240,62,2016-06-15,3,2,3,1,40,2,0,0
2543,-3.761502,51.578285,W01000967,62,2016-06-15,2,1,1,6,30,2,0,0
2544,-3.562069,51.507409,W01000982,62,2016-06-13,3,1,1,6,30,1,0,0
2545,-3.337256,51.764688,W01001297,62,2016-06-13,3,2,2,1,60,1,0,0
2546,-3.436829,51.714048,W01001147,62,2016-06-13,3,2,1,6,30,1,0,0
2547,-3.495939,51.65631,W01001216,62,2016-06-26,3,4,1,6,30,1,0,0
2548,-3.45143,51.715721,W01001148,62,2016-06-16,3,2,3,6,30,1,0,0
2549,-3.356561,51.763307,W01001298,62,2016-06-03,3,1,1,6,30,1,0,0
2550,-3.380406,51.68319,W01001208,62,2016-06-15,3,2,1,6,30,1,0,0
2551,-3.702455,51.526812,W01001049,62,2016-06-14,3,1,1,6,30,1,0,0
2552,-3.650974,51.518843,W01000996,62,2016-06-15,3,1,1,3,70,1,0,0
2553,-3.216818,51.406461,W01001133,62,2016-06-15,3,2,1,6,30,1,0,0
2554,-3.128155,51.540881,W01001843,62,2016-06-17,3,2,1,7,70,1,0,0
2555,-3.354117,51.520416,W01001225,62,2016-06-12,2,1,1,6,60,2,0,0
2556,-3.428441,51.700501,W01001139,62,2016-06-14,3,2,1,6,30,1,0,0
2557,-3.369996,51.533216,W01001194,62,2016-06-15,2,3,3,6,50,2,0,0
2558,-3.410855,51.62964,W01001281,62,2016-06-16,1,2,2,6,40,1,0,0
2559,-3.719275,51.524031,W01000999,62,2016-06-13,3,1,1,3,70,5,0,0
2560,-3.419033,51.698151,W01001142,62,2016-06-18,3,3,3,6,30,1,0,0
2561,-3.844373,51.643413,W01000917,62,2016-06-17,3,2,1,3,70,1,0,0
2562,-3.273385,51.496619,W01001729,62,2016-06-12,3,1,1,6,60,1,0,0
2563,-3.943104,51.632216,W01000742,62,2016-05-29,2,4,3,6,30,1,0,0
2564,-3.280403,51.416961,W01001092,62,2016-06-27,3,2,1,6,30,1,0,0
2565,-3.170277,51.46444,W01001942,62,2016-06-18,3,1,1,6,30,1,0,0
2566,-3.169036,51.489639,W01001829,62,2016-06-19,3,2,1,6,30,2,0,0
2567,-3.220439,51.48301,W01001714,62,2016-07-04,2,1,1,6,30,1,0,0
2568,-3.228145,51.488406,W01001782,62,2016-06-23,2,2,1,6,40,1,0,0
2569,-3.344304,51.405886,W01001118,62,2016-06-16,3,1,1,1,30,2,0,0
2570,-3.375912,51.763468,W01001308,62,2016-06-17,3,1,1,6,30,1,0,0
2571,-3.177156,51.477221,W01001941,62,2016-06-16,3,1,2,6,30,2,0,0
2572,-3.203616,51.488984,W01001859,62,2016-06-19,3,1,1,6,40,2,0,0
2573,-3.138705,51.5025,W01001865,62,2016-06-16,3,1,1,3,30,1,0,0
2574,-3.497754,51.525765,W01001004,62,2016-06-20,3,2,1,6,30,1,0,0
2575,-3.578537,51.5086,W01001021,62,2016-06-17,2,1,1,3,30,1,0,0
2576,-3.931002,51.667082,W01000813,62,2016-06-15,3,1,1,6,30,1,0,0
2577,-3.263923,51.420656,W01001094,62,2016-06-22,3,1,1,6,30,1,0,0
2578,-3.182436,51.44191,W01001125,62,2016-06-29,3,2,1,6,30,2,0,0
2579,-3.614801,51.745592,W01000926,62,2016-06-18,3,1,1,6,60,1,0,0
2580,-3.157972,51.489012,W01001698,62,2016-07-03,3,2,1,6,30,1,0,0
2581,-3.250726,51.4098,W01001071,62,2016-06-13,3,2,1,1,40,1,0,0
2582,-3.764767,51.580583,W01000967,62,2016-06-17,2,4,1,6,30,1,0,0
2583,-4.037432,51.6605,W01000786,62,2016-06-15,3,2,1,6,30,1,0,0
2584,-3.203806,51.530615,W01001853,62,2016-06-21,3,1,1,6,30,1,0,0
2585,-3.608707,51.498208,W01001918,62,2016-06-16,2,2,1,6,50,1,0,0
2586,-3.142592,51.490278,W01001876,62,2016-06-16,2,1,1,6,30,1,0,0
2587,-3.822602,51.603305,W01000964,62,2016-06-15,3,2,1,6,20,2,0,0
2588,-3.840375,51.653197,W01000914,62,2016-06-20,3,3,1,3,70,2,0,0
2589,-3.440583,51.617104,W01001217,62,2016-06-22,3,2,1,6,40,2,0,0
2590,-4.16938,51.577631,W01000775,62,2016-06-18,3,1,1,6,40,1,0,0
2591,-3.454537,51.629305,W01001201,62,2016-07-04,3,2,1,6,30,1,0,0
2592,-3.261957,51.563203,W01001240,62,2016-06-15,3,2,1,6,30,1,0,0
2593,-3.203736,51.509943,W01001775,62,2016-06-30,3,2,1,3,30,2,0,0
2594,-3.389415,51.400936,W01001120,62,2016-06-14,3,2,1,6,30,1,0,0
2595,-3.360209,51.511065,W01001113,62,2016-06-16,3,5,3,3,70,2,0,0
2596,-4.046731,51.644834,W01000779,62,2016-06-20,2,2,1,6,30,1,0,0
2597,-3.966844,51.618143,W01000874,62,2016-06-20,3,2,1,6,30,1,0,0
2598,-3.801889,51.659702,W01000939,62,2016-06-22,3,2,3,6,30,1,0,0
2599,-3.239982,51.49097,W01001752,62,2016-06-21,3,2,1,6,30,1,0,0
2600,-3.65834,51.493443,W01000989,62,2016-05-07,3,3,2,6,40,1,0,0
2601,-3.980936,51.635568,W01000758,62,2016-06-24,3,4,3,6,30,1,0,0
2602,-3.536836,51.526653,W01000998,62,2016-06-24,3,2,1,6,60,1,0,0
2603,-3.139068,51.501462,W01001865,62,2016-06-25,3,2,1,3,30,1,0,0
2604,-3.25947,51.465818,W01001702,62,2016-06-23,3,1,1,3,70,1,0,0
2605,-4.052453,51.675175,W01000844,62,2016-06-24,3,2,1,6,30,1,0,0
2606,-4.021169,51.617373,W01000781,62,2016-06-23,3,1,1,6,30,1,0,0
2607,-3.801526,51.780222,W01001900,62,2016-06-26,2,1,1,6,60,1,0,0
2608,-3.821553,51.642384,W01000896,62,2016-06-26,3,1,1,6,30,1,0,0
2609,-3.18038,51.483825,W01001939,62,2016-06-25,2,2,1,3,30,1,0,0
2610,-3.979749,51.63717,W01000758,62,2016-06-22,3,2,1,6,30,2,0,0
2611,-3.981674,51.656463,W01000836,62,2016-06-30,1,1,1,6,30,1,0,0
2612,-3.866143,51.658275,W01000916,62,2016-06-27,2,2,3,3,70,1,0,0
2613,-3.466443,51.64546,W01001285,62,2016-06-28,3,1,1,6,30,2,0,0
2614,-3.566335,51.495266,W01001037,62,2016-06-21,3,2,1,6,30,1,0,0
2615,-3.941447,51.650274,W01000787,62,2016-06-20,3,1,2,6,30,2,0,0
2616,-3.540901,51.603043,W01001033,62,2016-06-23,3,2,1,6,30,1,0,0
2617,-3.489387,51.652256,W01001215,62,2016-07-10,2,1,1,6,30,2,0,0
2618,-3.811526,51.664949,W01000906,62,2016-06-16,3,2,1,6,30,2,0,0
2619,-3.382359,51.751559,W01001306,62,2016-06-17,3,4,1,6,30,1,0,0
2620,-3.139437,51.492574,W01001875,62,2016-06-23,3,2,1,6,30,1,0,0
2621,-3.703496,51.51686,W01001000,62,2016-06-28,3,2,2,3,70,1,0,0
2622,-3.829741,51.661969,W01000922,62,2016-06-28,3,2,6,6,30,2,0,0
2623,-3.513016,51.491721,W01001105,62,2016-06-29,3,1,1,6,60,2,0,0
2624,-3.315855,51.655543,W01001146,62,2016-06-29,3,2,1,3,70,2,0,0
2625,-3.169972,51.493038,W01001839,62,2016-06-30,3,2,1,6,30,1,0,0
2626,-4.155943,51.621539,W01000776,62,2016-06-27,3,1,1,6,40,1,0,0
2627,-3.176826,51.494039,W01001724,62,2016-07-05,3,1,1,6,30,1,0,0
2628,-3.573212,51.521755,W01001038,62,2016-06-29,3,2,1,6,30,8,0,0
2629,-3.150334,51.491146,W01001697,62,2016-06-30,3,2,2,3,30,2,0,0
2630,-3.189647,51.493496,W01001721,62,2016-07-02,3,2,1,3,30,4,0,0
2631,-3.199825,51.512438,W01001775,62,2016-06-27,3,2,1,6,30,1,0,0
2632,-3.239045,51.479784,W01001707,62,2016-04-09,3,2,1,3,30,9,0,0
2633,-3.559366,51.506752,W01000982,62,2016-06-30,3,2,1,6,30,1,0,0
2634,-3.809635,51.666866,W01000906,62,2016-06-30,3,2,1,6,30,1,0,0
2635,-3.171213,51.464449,W01001950,62,2016-06-30,3,2,1,6,30,1,0,0
2636,-3.461349,51.46165,W01001082,62,2016-06-12,3,1,1,6,30,2,0,0
