id,longitude,latitude,lsoa_location,police_force,date,severity,vehicles,casualties,road_type,speed_limit,weather,road_conditions,human_crossing,geom
2081,-3.985513,51.675813,W01000793,62,2016-03-22,3,1,1,3,70,1,0,0,0101000020346C0000712D7517680A1041E0E6111FA3540841
2082,-3.252584,51.474605,W01001742,62,2016-03-21,3,2,1,3,30,1,0,0,0101000020346C00009402F30B381C1341DE63660A3E760541
2083,-3.49947,51.512191,W01001005,62,2016-03-22,3,2,1,7,50,1,0,0,0101000020346C00006508CBC7A61112415E52EB1AEF020641
2084,-3.493686,51.442826,W01001105,62,2016-03-18,3,2,2,6,60,1,0,0,0101000020346C000079CE3FA076151241DA3FB10A9E110541
2085,-3.213923,51.481153,W01001709,62,2016-03-22,2,2,1,6,30,1,0,0,0101000020346C0000AA03CC555C461341BE6942DC958B0541
2086,-3.179685,51.49598,W01001720,62,2016-03-17,3,2,1,6,30,1,0,0,0101000020346C0000A3B8D095EC6B1341684BB752E6BD0541
2087,-3.156233,51.490881,W01001698,62,2016-03-17,3,4,2,3,30,1,0,0,0101000020346C00009C6315AF388513415056A8F35DAB0541
2088,-3.64052,51.505087,W01000989,62,2016-03-22,3,2,1,6,50,1,0,0,0101000020346C0000220EFBDD717811415E48BD1DCFF00541
2089,-3.950497,51.640169,W01000765,62,2016-03-24,3,2,1,6,30,2,0,0,0101000020346C0000AE29E546942E1041CC7AB7AFBAD60741
2090,-3.921332,51.679489,W01000806,62,2016-03-24,3,2,1,3,70,2,0,0,0101000020346C000040708C8BE84F1041B0A3537AB35D0841
2091,-3.324568,51.506977,W01001113,62,2016-03-24,3,1,1,3,70,2,0,0,0101000020346C0000466D20A81FCF124158890CA37EE90541
2092,-3.28591,51.485583,W01001729,62,2016-03-24,3,2,1,3,70,2,0,0,0101000020346C00003C2860ED63F81241FA06B4F3A59D0541
2093,-4.041917,51.648983,W01000778,62,2016-03-24,3,2,1,6,30,1,0,0,0101000020346C0000D789538957980F418862FA0DC3FA0741
2094,-3.893624,51.695622,W01000754,62,2016-03-24,3,2,1,6,30,2,0,0,0101000020346C0000A01F59E1906E1041C0EF18BB33940841
2095,-3.885972,51.66053,W01000798,62,2016-03-24,3,2,3,6,30,1,0,0,0101000020346C000004DAF1D7407510413AE5229ED2190841
2096,-3.121695,51.519173,W01001803,62,2016-03-26,3,2,1,6,30,1,0,0,0101000020346C0000BE89E6DF70AB134146B012B7860C0641
2097,-3.350753,51.556765,W01001279,62,2016-03-21,2,1,1,6,30,1,0,0,0101000020346C0000CC5A2BAB53B41241AE9D28DF8F970641
2098,-3.878248,51.662561,W01000795,62,2016-03-27,3,2,1,3,70,3,0,0,0101000020346C0000826B7AEAB07D1041EA9E7F5373200841
2099,-3.836017,51.71525,W01000888,62,2016-03-26,3,1,2,6,30,1,0,0,0101000020346C0000A0900229A1AD1041AC96BE183CD50841
2100,-3.210331,51.496153,W01001858,62,2016-03-26,3,2,1,3,40,1,0,0,0101000020346C000048410262B04A1341E8D77B1E96BF0541
2101,-4.05302,51.628529,W01000772,62,2016-03-26,3,1,1,6,30,1,0,0,0101000020346C000098EA6754577E0F4110E07AFF5AB40741
2102,-3.191647,51.481247,W01001857,62,2016-03-27,3,1,1,6,30,2,0,0,0101000020346C0000A0786D65885E13416C2DAA2A1E8B0541
2103,-3.479706,51.728272,W01001222,62,2016-03-27,3,1,2,6,40,4,0,0,0101000020346C000016490E52AF2E12412C41776C03F10841
2104,-3.102664,51.532068,W01001843,62,2016-03-25,3,1,1,3,50,2,0,0,0101000020346C00007485D10569C01341FCB4CED1B6380641
2105,-3.957728,51.63995,W01000767,62,2016-03-15,2,1,1,6,30,1,0,0,0101000020346C000058111658C0261041A22894F462D60741
2106,-3.130942,51.515433,W01001806,62,2016-03-15,3,2,1,6,30,1,0,0,0101000020346C0000CB306AD550A113418EC74243D6FF0541
2107,-3.330573,51.559774,W01001196,62,2016-03-29,3,2,1,6,30,2,0,0,0101000020346C0000DCA51FE047CA1241463711C237A10641
2108,-3.361399,51.718417,W01001312,62,2016-03-25,2,2,1,1,30,1,0,0,0101000020346C00006040E1D507AE12419015C78BCAC90841
2109,-3.571987,51.530557,W01001008,62,2016-03-27,2,2,1,3,50,1,0,0,0101000020346C00005F0EF150B6C3114102F224890F460641
2110,-3.182913,51.527725,W01001791,62,2016-03-26,2,2,4,6,30,2,5,0,0101000020346C0000FD6B328E50691341C2609687562C0641
2111,-3.361629,51.488604,W01001113,62,2016-03-18,3,1,1,6,60,1,0,0,0101000020346C00005AEC9E7A57A612411837BA461EAB0541
2112,-3.584565,51.511207,W01001028,62,2016-03-28,3,3,3,6,30,1,0,0,0101000020346C0000560816205AB511413C510E3767030641
2113,-3.970221,51.645424,W01000762,62,2016-03-30,3,1,1,6,30,1,0,0,0101000020346C0000FE7A045780191041DCE716C822EA0741
2114,-3.822061,51.606389,W01000961,62,2016-03-27,3,1,1,6,20,1,0,0,0101000020346C0000189FF100F9B710412CEC98202A5A0741
2115,-3.643341,51.604657,W01001016,62,2016-03-25,2,1,5,6,30,1,0,0,0101000020346C00006C88C02046791141D4E45E8CF94A0741
2116,-3.182253,51.489444,W01001939,62,2016-03-15,3,2,5,6,30,1,0,0,0101000020346C00005EE35A90F468134158DD625346A70541
2117,-3.242034,51.525118,W01001895,62,2016-03-11,3,1,1,1,30,1,0,0,0101000020346C000083B5D72B28291341B4DD1AE166250641
2118,-3.452741,51.616055,W01001218,62,2016-03-15,3,2,1,6,60,1,0,0,0101000020346C0000CBE07010E747124164CC6F49D9690741
2119,-3.573862,51.526809,W01001008,62,2016-03-27,3,1,1,1,50,1,0,0,0101000020346C000012DB373A8AC11141FA8BD4741F390641
2120,-3.349768,51.54541,W01001194,62,2016-02-23,3,2,2,1,50,1,0,0,0101000020346C00002B82059407B512411009FA690F700641
2121,-3.839772,51.633656,W01000917,62,2016-03-27,2,3,1,3,70,2,0,0,0101000020346C00000136FBDC00A61041CEAB68F5E1B90741
2122,-3.345479,51.713206,W01001313,62,2016-03-30,3,2,1,6,30,1,0,0,0101000020346C000072A612FA0BBF1241F24ED7130BB70841
2123,-4.045188,51.715841,W01000846,62,2016-03-21,3,2,1,6,30,1,0,0,0101000020346C0000C6DA7EF6C7970F41F47C49984CE30841
2124,-3.382166,51.768502,W01001898,62,2016-03-31,3,1,1,6,60,1,0,0,0101000020346C0000E5069FE343991241CEFEDC6CB3780941
2125,-3.14598,51.473762,W01001874,62,2016-03-27,3,2,1,6,30,1,0,0,0101000020346C0000644008BFE08F1341E8967FC9856F0541
2126,-3.56959,51.495231,W01001037,62,2016-03-31,3,3,1,3,40,1,0,0,0101000020346C00002B2D9944FEC41141E0F289DA2ECB0541
2127,-3.608064,51.497947,W01000989,62,2016-03-31,3,2,1,6,30,1,0,0,0101000020346C00007AA39CF65D9B1141A2A119FE6ED60541
2128,-3.143161,51.530323,W01001816,62,2016-03-13,3,2,1,6,30,1,0,0,0101000020346C0000681907E97894134114436E3FFF330641
2129,-3.366684,51.512672,W01001225,62,2016-03-30,3,4,1,3,70,1,0,0,0101000020346C0000FA0A4B97A3A11241DAA40054F7FE0541
2130,-3.239104,51.479838,W01001737,62,2016-03-27,3,3,2,6,30,2,0,0,0101000020346C00005829A52C002B1341F843FD4CEE870541
2131,-3.190098,51.447749,W01001076,62,2016-03-23,3,2,1,3,30,1,0,0,0101000020346C0000AAB18D72445F13416C9AC183A5160541
2132,-3.541611,51.601388,W01001033,62,2016-03-28,2,2,1,6,30,1,0,0,0101000020346C0000652A997D3AE71141EAAB3505D13A0741
2133,-3.121472,51.50423,W01001863,62,2016-04-02,3,2,3,6,30,1,0,0,0101000020346C0000916382E248AB13416041041696D80541
2134,-3.950537,51.619224,W01000745,62,2016-02-09,3,1,1,6,30,1,0,0,0101000020346C0000C5662869902D10412E8641E1F18D0741
2135,-4.032591,51.570053,W01000737,62,2016-03-27,3,3,3,6,30,1,0,0,0101000020346C000071472547DFA40F412E640635E9E70641
2136,-3.853221,51.719988,W01000948,62,2016-04-01,3,1,1,6,30,2,0,0,0101000020346C00003471E1F4449B104138E60BADA3E60841
2137,-3.82308,51.736601,W01000927,62,2016-02-19,2,1,1,1,60,2,0,0,0101000020346C0000D168DB3985BC1041D6172401BC1E0941
2138,-3.158961,51.484263,W01001694,62,2016-04-02,3,2,1,6,30,1,0,0,0101000020346C0000B0831880148213413435E3F175940541
2139,-3.176707,51.476551,W01001941,62,2016-04-03,3,1,1,6,30,1,0,0,0101000020346C0000B88CA98C9C6E13413A3637F0457A0541
2140,-3.812181,51.616128,W01000892,62,2016-04-01,3,4,2,3,70,1,0,0,0101000020346C0000F8E3D50415C31041CC706F4D7A7B0741
2141,-3.656125,51.635303,W01000991,62,2016-04-02,2,1,1,6,30,1,0,0,0101000020346C0000F844BD07A66C1141EC267E261AB60741
2142,-3.78799,51.664356,W01000940,62,2016-04-02,2,1,1,6,20,1,0,0,0101000020346C0000F270043B4DDF1041C42CD478CA210841
2143,-3.578064,51.565366,W01001009,62,2016-04-02,1,2,3,6,60,1,0,0,0101000020346C000050ECBD5F6EBE114120D0DD7350BF0641
2144,-3.37328,51.751225,W01001305,62,2016-04-03,3,2,1,6,30,1,0,0,0101000020346C0000729971BC47A212414CAE922B4B3C0941
2145,-3.157259,51.517155,W01001812,62,2016-03-31,3,2,2,6,30,1,0,0,0101000020346C0000B9C00997D484134192AB37BEB6060641
2146,-3.490293,51.738461,W01001186,62,2016-03-24,2,3,1,6,60,1,0,0,0101000020346C0000C5C7AC479F2312413EC218A1E3140941
2147,-3.385418,51.748799,W01001307,62,2016-03-25,2,2,1,6,30,1,0,0,0101000020346C0000CAEDF1CB1B9512413EFCAF815B340941
2148,-3.269652,51.560836,W01001240,62,2016-03-25,3,1,1,3,70,1,0,0,0101000020346C0000F832803A4C0C134156106DF08FA20641
2149,-3.449051,51.662545,W01001175,62,2016-03-26,3,1,1,6,30,1,0,0,0101000020346C000067701A3A7F4D1241AEE4E156420B0841
2150,-3.269235,51.474786,W01001743,62,2016-03-31,3,1,1,6,30,1,0,0,0101000020346C0000163F66D2270A1341C02958687E770541
2151,-3.818183,51.645233,W01000937,62,2016-03-27,3,2,1,6,30,1,0,0,0101000020346C0000E4431E33D9BD1041E6B9E529F2E00741
2152,-3.776668,51.596347,W01000950,62,2016-04-04,3,2,1,6,30,1,0,0,0101000020346C0000B06C1F66A9E81041DE0A4505D9340741
2153,-3.389768,51.610972,W01001171,62,2016-04-05,3,2,1,6,40,1,0,0,0101000020346C00003AA84B6ADB8B12417836B38988550741
2154,-3.571331,51.573864,W01001009,62,2016-04-04,3,2,1,6,40,1,0,0,0101000020346C0000018681430AC6114164AB567188DC0641
2155,-3.52597,51.525904,W01001007,62,2016-03-23,3,2,2,3,70,1,0,0,0101000020346C0000E80E0C956AF5114174E25136C7330641
2156,-3.868895,51.659095,W01000916,62,2016-04-05,3,1,1,6,30,1,0,0,0101000020346C0000ACBB81D4A4871041AC760E03E3130841
2157,-3.21244,51.485521,W01001715,62,2016-04-09,2,1,1,6,30,1,0,0,0101000020346C00007D91936F184813410EE1B95AB69A0541
2158,-3.198088,51.447317,W01001104,62,2016-04-11,2,1,1,6,30,1,0,0,0101000020346C0000289FFD60945613410CC4E0976D150541
2159,-3.453107,51.632937,W01001201,62,2016-03-31,1,1,1,6,30,1,0,0,0101000020346C00002C481914174812416C6F040189A40741
2160,-3.984938,51.619664,W01000858,62,2016-04-05,3,2,1,6,30,1,0,0,0101000020346C0000400F1B34600810412A31B7797A910741
2161,-3.188412,51.529091,W01001791,62,2016-04-06,3,1,1,6,30,1,0,0,0101000020346C000030C75A9464631341BEDD944F47310641
2162,-3.267049,51.467625,W01001702,62,2016-04-06,3,2,1,3,40,1,0,0,0101000020346C000070152AF54F0C1341E4F6545F865E0541
2163,-3.429784,51.536792,W01001190,62,2016-04-06,3,2,1,6,60,1,0,0,0101000020346C00009CDDC6060B5E1241F2C285A367550641
2164,-3.271568,51.467045,W01001745,62,2016-04-02,2,3,1,7,60,1,0,0,0101000020346C000054E850EA63071341A4394CE4AD5C0541
2165,-3.157528,51.503898,W01001826,62,2016-04-04,3,1,1,6,30,1,0,0,0101000020346C000088D888A42C841341FE84CB6FA6D80541
2166,-3.295986,51.578775,W01001184,62,2016-04-04,3,3,1,3,70,1,0,0,0101000020346C0000628575F553F012414C6FAA50E8E10641
2167,-3.187878,51.476969,W01001856,62,2016-04-05,2,1,1,6,30,1,0,0,0101000020346C00000FD88C648062134186E7A30E1E7C0541
2168,-3.47016,51.64285,W01001287,62,2016-04-06,3,2,1,6,40,2,0,0,0101000020346C000071929D0DFF35124196362163B9C70741
2169,-3.291427,51.403999,W01001100,62,2016-03-06,3,2,1,6,40,1,0,0,0101000020346C000012DF99C4E7EF1241EAD7D4BA54820441
2170,-3.374381,51.745979,W01001315,62,2016-04-06,3,2,2,2,30,1,0,0,0101000020346C000003357FC2EBA012415C49E2321B2A0941
2171,-3.403503,51.610512,W01001231,62,2016-04-04,2,1,2,6,30,1,0,0,0101000020346C0000D4220F5DFB7C12413A5B50B380540741
2172,-3.173628,51.477193,W01001941,62,2016-04-07,3,2,1,6,30,1,0,0,0101000020346C000098324E70F871134148D98EA8657C0541
2173,-3.844707,51.643812,W01000917,62,2016-03-25,3,3,2,3,70,1,0,0,0101000020346C00009442CBE41CA11041B284472372DD0741
2174,-3.226977,51.484605,W01001716,62,2016-03-23,3,2,1,6,30,9,0,0,0101000020346C000077E776334C381341E020A9F30D980541
2175,-3.252537,51.410293,W01001073,62,2016-04-03,3,2,1,6,30,1,0,0,0101000020346C000012465CDE5B1A1341D82BF2B3BC960441
2176,-3.198963,51.458719,W01001759,62,2016-04-08,3,1,1,6,30,1,0,0,0101000020346C0000C595E232F45513413CF3EEB5153D0541
2177,-3.778623,51.590949,W01000951,62,2016-04-08,3,2,1,6,30,1,0,0,0101000020346C0000EDC0A45751E610412CB3AB0A31220741
2178,-3.418022,51.561528,W01001250,62,2016-03-21,3,2,1,6,60,1,0,0,0101000020346C00006A4E6E599F6B1241D446A5B1DFAA0641
2179,-3.16688,51.49377,W01001831,62,2016-03-29,3,1,1,6,30,1,0,0,0101000020346C000020156C7BC079134164C2FA1BC6B50541
2180,-3.104513,51.531637,W01001840,62,2016-04-09,3,2,2,3,50,1,0,0,0101000020346C0000DED7321E65BE1341B2F45AD646370641
2181,-3.44054,51.617131,W01001217,62,2016-04-09,3,2,2,6,40,1,0,0,0101000020346C000058ABFB5C23551241DE5C94CA106D0741
2182,-3.237067,51.549269,W01001893,62,2016-04-10,3,1,4,6,60,1,0,0,0101000020346C00002162E12A402F1341623C391E27790641
2183,-4.034879,51.66808,W01000773,62,2016-04-03,3,1,1,6,30,1,0,0,0101000020346C0000D1EA680C68A90F4114841A8DB33C0841
2184,-3.171974,51.493018,W01001839,62,2016-04-11,3,1,1,6,20,1,0,0,0101000020346C00007F556E9A347413410ED88A4356B30541
2185,-3.471418,51.667859,W01001203,62,2016-04-05,3,2,2,6,30,1,0,0,0101000020346C0000E428C70A83351241AE285EA5B11E0841
2186,-3.411132,51.516021,W01001223,62,2016-04-07,3,3,3,6,40,1,0,0,0101000020346C0000205BDC2A8F7112412E4E9C356F0C0641
2187,-3.690787,51.543032,W01000933,62,2016-04-11,3,2,2,6,60,2,0,0,0101000020346C000002E544C475431141E070AB2128770641
2188,-3.204939,51.485598,W01001712,62,2016-04-08,2,2,1,6,30,1,0,0,0101000020346C00001F9FE0463C501341183AA80FB69A0541
2189,-3.86286,51.732245,W01000947,62,2016-04-14,3,3,1,6,30,1,0,0,0101000020346C0000137AA21069911041F86CB6DEC3110941
2190,-3.590609,51.537437,W01001056,62,2016-04-13,3,2,1,3,50,1,0,0,0101000020346C0000C8016733CAAF114102377AC7D75E0641
2191,-3.209053,51.513179,W01001890,62,2016-04-14,3,4,1,3,40,1,0,0,0101000020346C00007F796760904C13410A06FF3BB6FA0541
2192,-3.576275,51.501508,W01001035,62,2016-03-31,3,2,1,6,30,1,0,0,0101000020346C0000C2E37138FABD1141F6D5B7044FE10541
2193,-3.361701,51.549481,W01001158,62,2016-04-14,3,2,7,6,30,1,0,0,0101000020346C0000B281227E3BA812410C593A05B07E0641
2194,-3.252107,51.425621,W01001086,62,2016-04-01,3,1,1,6,30,1,0,0,0101000020346C000014E05103481B1341B2737286FDCB0441
2195,-3.318663,51.65169,W01001146,62,2016-03-21,3,3,3,6,60,1,0,0,0101000020346C000017BEA11810DA12418481705731E00741
2196,-3.388042,51.778153,W01001898,62,2016-04-11,3,2,3,6,60,5,0,0,0101000020346C0000EECF3AD13F931241A8842AAB7B9A0941
2197,-3.187686,51.451271,W01001947,62,2016-04-14,3,1,1,6,30,1,0,0,0101000020346C00009128774DFC611341486DA535CD220541
2198,-3.889821,51.653643,W01000799,62,2016-04-14,2,2,1,6,30,1,0,0,0101000020346C000069E523BCC8701041A80DD7B11A020841
2199,-3.467362,51.744594,W01001152,62,2016-04-09,2,1,2,6,30,2,0,0,0101000020346C00004D502E65933C1241469E785E33290941
2200,-3.216949,51.406505,W01001133,62,2016-03-24,3,2,1,6,30,2,0,0,0101000020346C0000A0417018EC4013413426E4F744880441
2201,-3.508667,51.655634,W01001269,62,2016-04-12,3,2,3,6,30,1,0,0,0101000020346C00004CF3E6FED20C1241AED599C8D9F50741
2202,-3.167361,51.479333,W01001695,62,2016-04-11,3,5,6,3,30,2,0,0,0101000020346C0000D82EE07ED4781341A89847EC9D830541
2203,-3.912947,51.67789,W01000815,62,2016-04-13,3,4,1,3,70,1,0,0,0101000020346C0000C2E7E79EE4581041F8201322AB570841
2204,-3.405136,51.515068,W01001223,62,2016-04-11,3,3,1,3,70,1,0,0,0101000020346C0000A565652C077812410435664BDF080641
2205,-3.334789,51.624388,W01001181,62,2016-04-11,3,3,3,6,30,1,0,0,0101000020346C000036E4C7C7C3C7124134159FECF0810741
2206,-3.83678,51.726937,W01000946,62,2016-04-13,3,1,1,1,60,1,0,0,0101000020346C0000827A063951AD1041D272312CE4FD0841
2207,-3.374432,51.752911,W01001305,62,2016-03-20,2,1,1,6,30,1,0,0,0101000020346C0000593077CA17A112417ACB413533420941
2208,-3.717341,51.507108,W01001000,62,2016-04-12,3,2,1,6,40,7,0,0,0101000020346C00007FBC625839251141CEF9BCB0A7FB0541
2209,-3.885765,51.667026,W01000796,62,2016-04-13,3,1,1,3,70,1,0,0,0101000020346C00006386A7BEC47510412C0A6DCE62300841
2210,-3.656452,51.628419,W01000994,62,2016-04-12,3,1,1,6,30,1,0,0,0101000020346C0000CF856012066C1141948728C8319E0741
2211,-3.60133,51.50437,W01001921,62,2016-03-17,3,2,1,6,30,1,0,0,0101000020346C0000FC30E428EAA21141D05CC5406FEC0541
2212,-3.941394,51.630068,W01001955,62,2016-02-23,3,2,5,3,30,1,0,0,0101000020346C0000A4DB6548F4371041A82AD7341AB30741
2213,-3.756691,51.572908,W01000932,62,2016-04-13,3,1,1,6,30,1,0,0,0101000020346C0000145CFD4E4DFD1041C20FB9E858E20641
2214,-3.185891,51.476422,W01001856,62,2016-04-12,3,1,1,6,30,1,0,0,0101000020346C0000785F4F69A464134104465B80257A0541
2215,-3.202661,51.525456,W01001848,62,2016-03-23,2,2,1,6,30,1,0,0,0101000020346C0000E6645C58D85313416844798026250641
2216,-3.199882,51.512428,W01001775,62,2016-04-14,2,2,1,6,30,1,0,0,0101000020346C0000EB33FE727C56134140B9C445C6F70541
2217,-3.539186,51.680803,W01001266,62,2016-04-11,3,2,1,6,50,1,0,0,0101000020346C0000326BA0BAC2EC1141EC7D37B3B24E0841
2218,-3.214431,51.481283,W01001709,62,2016-03-14,3,1,1,6,30,1,0,0,0101000020346C000062574E31D0451341C27C3D330E8C0541
2219,-3.88424,51.69125,W01000754,62,2016-04-12,3,5,4,3,60,1,0,0,0101000020346C000042FEE3B980781041220F25E37B840841
2220,-3.69942,51.479366,W01001045,62,2016-03-27,3,1,1,6,30,1,0,0,0101000020346C000077B28E74893711413A8E3DE4569A0541
2221,-3.953234,51.618109,W01000745,62,2016-04-14,3,2,1,6,30,1,0,0,0101000020346C0000EA7C985B982A10410CA09CD8398A0741
2222,-3.362165,51.729954,W01001314,62,2016-04-06,3,1,1,6,50,1,4,0,0101000020346C0000FAB30B0194AD12416ECB0C04EBF10841
2223,-3.56903,51.533034,W01000987,62,2016-04-19,3,1,2,3,70,1,0,0,0101000020346C0000D3DEB75E02C7114178DF5B00884E0641
2224,-3.178594,51.488312,W01001939,62,2016-04-16,3,2,1,6,30,1,0,0,0101000020346C00001451C198E46C134142CE606C36A30541
2225,-3.79271,51.591589,W01000932,62,2016-04-16,3,1,1,3,50,1,0,0,0101000020346C0000C0D6A62919D710419C905F2529250741
2226,-3.372706,51.681131,W01001204,62,2016-04-16,3,3,3,6,30,1,0,0,0101000020346C00002ECCCB999BA01241004A211BAA480841
2227,-3.376026,51.682837,W01001205,62,2016-04-17,3,2,2,6,30,1,0,0,0101000020346C0000F3BE27CC139D12418AD4B981BA4E0841
2228,-3.977807,51.653992,W01000830,62,2016-04-17,3,2,1,6,30,1,0,0,0101000020346C0000C7C0BE3DB41110410248ABA95A080841
2229,-3.226803,51.484562,W01001716,62,2016-04-15,3,2,1,6,30,2,0,0,0101000020346C000092CDF9347C381341C84F4C13E6970541
2230,-3.972829,51.609589,W01000860,62,2016-04-16,3,1,1,3,40,1,0,0,0101000020346C00006C6C0A17001510416CB333CDC16D0741
2231,-3.995217,51.669534,W01000837,62,2016-04-17,3,1,1,3,50,1,0,0,0101000020346C000055934A3340FF0F417E927C74633F0841
2232,-4.079057,51.66263,W01000802,62,2016-04-18,3,2,1,6,30,1,0,0,0101000020346C0000B8EA591767490F41B454E5B9732C0841
2233,-3.0995,51.531801,W01001843,62,2016-04-18,3,2,1,1,30,1,0,0,0101000020346C000095B40619D5C313414640B7D7AE370641
2234,-3.694184,51.530412,W01001049,62,2016-04-19,3,2,2,6,30,1,0,0,0101000020346C000038418382453F1141B2E07E59784B0641
2235,-3.2629,51.524356,W01001847,62,2016-04-19,3,2,1,3,70,1,0,0,0101000020346C0000625C722E841213410CE6453087230641
2236,-3.45537,51.630059,W01001201,62,2016-04-18,3,3,2,6,30,1,0,0,0101000020346C0000F358EA1A8B451241066A716DA19A0741
2237,-3.132717,51.518428,W01001805,62,2016-04-16,3,1,1,6,30,1,0,0,0101000020346C0000E25071CD789F13419A4C00254E0A0641
2238,-3.965109,51.617794,W01000869,62,2016-04-19,3,1,1,6,30,1,0,0,0101000020346C000042DEF15ABC1D1041EAF543FBD1890741
2239,-3.538917,51.53194,W01000998,62,2016-04-19,3,2,1,3,70,1,0,0,0101000020346C0000D6DFCF8A9AE711416C8093BD57490641
2240,-3.362262,51.552819,W01001158,62,2016-04-19,3,2,1,6,30,1,0,0,0101000020346C0000891B7090BBA71241C69477944F8A0641
2241,-4.035774,51.656428,W01000786,62,2016-04-19,3,4,2,6,60,1,0,0,0101000020346C000030E21FE457A60F41B4EA846743140841
2242,-3.803439,51.593106,W01000960,62,2016-04-20,3,3,1,6,20,1,0,0,0101000020346C00000462131E8DCB1041DE386703012B0741
2243,-3.41761,51.772477,W01001324,62,2016-04-18,3,2,1,6,60,1,0,0,0101000020346C00002EE8138A2F7312413C7256ACFB870941
2244,-3.390459,51.531941,W01001242,62,2016-04-20,2,2,1,6,30,1,0,0,0101000020346C00007157BC697F881241EEFAC42DE7420641
2245,-3.54331,51.579973,W01000977,62,2016-04-16,3,2,2,6,30,1,0,0,0101000020346C0000EE6C97AF9AE41141AEC5218978F00641
2246,-3.343497,51.561659,W01001199,62,2016-04-19,3,2,1,6,60,1,0,0,0101000020346C0000AE0186BB57BC1241D68E87DD47A80641
2247,-3.83031,51.658498,W01000922,62,2016-04-21,3,1,1,3,70,1,0,0,0101000020346C00005803850751B110419E6AB50FB30F0841
2248,-3.193643,51.463935,W01001759,62,2016-04-19,3,1,1,3,30,1,0,0,0101000020346C000018235C6EE05B134124BF0FFF054F0541
2249,-3.916249,51.675255,W01000815,62,2016-04-21,3,4,1,3,50,1,0,0,0101000020346C00002A2C3FB634551041ACF8FFD1B24E0841
2250,-3.823875,51.630757,W01000897,62,2016-04-22,3,3,2,3,70,2,0,0,0101000020346C0000824A2A2C11B710410881AE23F2AE0741
2251,-3.597719,51.544049,W01000974,62,2016-04-22,3,2,1,6,30,2,1,0,0101000020346C00002253C41556A811412E88A03128760641
2252,-3.939037,51.626654,W01001955,62,2016-04-22,2,2,2,6,30,2,0,0,0101000020346C0000F07D3F76583A1041B85546531AA70741
2253,-3.982258,51.674807,W01000793,62,2016-04-23,3,1,1,1,60,1,0,0,0101000020346C0000469D3A1DE00D104100C34C37F3500841
2254,-3.254469,51.468767,W01001705,62,2016-04-23,3,2,1,6,30,1,0,0,0101000020346C0000F1FD13E6FF1913415E8C120406620541
2255,-3.592412,51.537871,W01001056,62,2016-04-23,2,2,1,1,60,1,0,0,0101000020346C0000B11C003DDAAD11410C8083A86F600641
2256,-4.011893,51.694357,W01000792,62,2016-04-20,2,2,1,1,30,1,0,0,0101000020346C00008242D32198DD0F412026E005A4960841
2257,-3.969291,51.618273,W01000870,62,2016-04-19,2,3,1,6,30,1,0,0,0101000020346C0000C4FB81143C191041228E2A7BBA8B0741
2258,-3.452272,51.622193,W01001260,62,2016-04-25,3,1,1,6,60,1,0,0,0101000020346C000093AB30389F481241F05F8B03297F0741
2259,-3.134699,51.535539,W01001843,62,2016-04-24,3,3,2,6,30,1,0,0,0101000020346C00003B062CCAC89D13418892ABCED6450641
2260,-3.204395,51.439258,W01001090,62,2016-04-25,3,1,1,6,30,1,0,0,0101000020346C00007689A64C804F1341A811DF2AA5F90441
2261,-4.031498,51.644227,W01000777,62,2016-04-24,3,3,2,6,30,1,0,0,0101000020346C0000697322F867AE0F41949C96289BE90741
2262,-3.177534,51.487414,W01001939,62,2016-04-25,3,2,1,6,30,1,0,0,0101000020346C0000F664E68C046E134122EFC8010EA00541
2263,-3.871807,51.669057,W01000801,62,2016-03-15,3,1,1,6,30,1,0,0,0101000020346C0000D4855BD0F084104172AF5AF7AA360841
2264,-3.580592,51.506351,W01001028,62,2016-04-26,3,3,3,6,30,1,0,0,0101000020346C0000AC61603D7AB91141E681E55457F20541
2265,-3.925436,51.662345,W01000812,62,2016-04-20,3,3,1,6,30,1,0,0,0101000020346C0000095C9985B04A104198833D3E5B220841
2266,-3.323862,51.594424,W01001262,62,2016-04-24,3,2,1,1,30,1,0,0,0101000020346C000056324ED2A3D2124106A5B9FD5F190741
2267,-3.682262,51.521456,W01001000,62,2016-04-24,3,2,1,6,50,1,0,0,0101000020346C0000E79DB09ED54B1141B079A0F5BF2B0641
2268,-3.363317,51.757627,W01001311,62,2016-04-26,2,1,1,6,30,8,0,0,0101000020346C0000FBFE51E03BAD124156E88CE323520941
2269,-3.945339,51.639193,W01000765,62,2016-04-26,3,2,1,6,30,8,0,0,0101000020346C00005842BE4A1C3410416884643F0AD30741
2270,-3.578205,51.53568,W01001056,62,2016-04-22,3,1,1,3,50,2,0,0,0101000020346C00001457364D2ABD1141E006529127580641
2271,-3.9521,51.624324,W01000746,62,2016-04-22,3,1,1,6,30,1,0,0,0101000020346C0000E3580F3E1C2C1041D0737E21C29F0741
2272,-3.335493,51.656724,W01001145,62,2016-04-24,3,2,1,6,50,1,0,0,0101000020346C000009E491DC07C81241AA7C295A59F20741
2273,-3.199694,51.509121,W01001776,62,2016-04-27,3,1,1,6,30,1,0,0,0101000020346C0000A65F738398561341C6D0B65A46EC0541
2274,-3.590358,51.467318,W01001128,62,2016-04-17,3,3,1,6,40,1,0,0,0101000020346C000076AC61F869AD114158DF7CF1266B0541
