id,longitude,latitude,lsoa_location,police_force,date,severity,vehicles,casualties,road_type,speed_limit,weather,road_conditions,human_crossing,geom
11380,-3.273173,51.400695,W01001910,62,2018-04-16,3,2,1,1,30,1,0,0,0101000020346C000096DAD2FBA403134196C2808627760441
11381,-3.951493,51.618824,W01000745,62,2018-04-16,3,1,1,6,20,1,0,0,0101000020346C000040EF9FF1822C10418684822A9C8C0741
11382,-3.366606,51.767381,W01001295,62,2018-04-16,3,3,2,6,30,1,0,0,0101000020346C00001E14033201AA1241DED21B262C740941
11383,-3.155784,51.504017,W01001826,62,2018-03-13,3,2,1,6,30,1,0,0,0101000020346C0000032D1FA7118613417AD8490101D90541
11384,-3.417106,51.757036,W01001291,62,2018-04-16,3,2,1,6,60,1,0,0,0101000020346C0000E320CE22357312412026F6414C520941
11385,-3.563922,51.533068,W01000987,62,2018-03-11,3,1,1,3,70,2,0,0,0101000020346C00008962C8D48BCC11411AD19E8D694E0641
11386,-3.265284,51.453942,W01001136,62,2018-04-18,3,2,2,6,40,1,0,0,0101000020346C00001A5DAB2BD10D13419C1D01F1E72E0541
11387,-3.175923,51.484834,W01001939,62,2018-04-17,3,3,5,6,30,1,0,0,0101000020346C000037231C86B16F1341ECD5903908970541
11388,-3.141597,51.480579,W01001871,62,2018-04-17,3,2,1,6,30,1,0,0,0101000020346C00000598AFA8D19413417434C1C110870541
11389,-3.789196,51.759352,W01001900,62,2018-04-18,3,1,1,1,30,1,0,0,0101000020346C000032E009D90BE210414E576867FD6B0941
11390,-4.004062,51.677469,W01000837,62,2018-03-22,3,1,1,3,70,2,0,0,0101000020346C00005FD7A325E5EC0F412222C5B97C5B0841
11391,-3.792496,51.653112,W01000943,62,2018-04-18,3,2,3,6,30,1,0,0,0101000020346C000026C30AF5F3D910415636044CF4FA0741
11392,-4.124671,51.600539,W01000776,62,2018-04-21,2,3,2,6,30,1,0,0,0101000020346C00008F4103148CE00E418603355685570741
11393,-3.242805,51.495888,W01001748,62,2018-04-18,2,2,1,6,30,1,0,0,0101000020346C0000A989096275271341F64D6A95D8BF0541
11394,-3.59052,51.537512,W01001056,62,2018-04-18,3,2,1,6,50,1,0,0,0101000020346C0000147D939DE3AF1141224C156E195F0641
11395,-3.181967,51.495807,W01001719,62,2018-04-20,3,2,1,6,30,1,0,0,0101000020346C00007BCBDDB271691341ECAA62DA60BD0541
11396,-3.481537,51.731316,W01001222,62,2018-04-19,3,1,1,6,30,1,0,0,0101000020346C00003EC8A602D12C1241C09ADB32ACFB0841
11397,-3.985295,51.566829,W01000826,62,2018-04-20,3,1,1,6,30,1,0,0,0101000020346C000041DD95E37E0510418616E07BE4D90641
11398,-3.760794,51.581077,W01000966,62,2018-04-21,3,2,1,3,70,1,0,0,0101000020346C00002406C98A33F910417C9C082DF3FE0641
11399,-3.49401,51.519898,W01001005,62,2018-04-20,3,1,1,1,60,1,0,0,0101000020346C000004CC8448D817124136CFFDC4791D0641
11400,-3.115074,51.521433,W01001802,62,2018-04-03,3,1,1,6,30,1,0,0,0101000020346C0000D2234BBAADB213419A58C74129140641
11401,-3.181966,51.494656,W01001722,62,2018-04-20,3,2,1,6,30,1,0,0,0101000020346C0000562129B5696913410CC6B2CF60B90541
11402,-3.425963,51.711161,W01001170,62,2018-04-14,3,2,2,6,30,1,0,0,0101000020346C000057EDB603196812416EADB7643CB30841
11403,-4.016071,51.668109,W01000838,62,2018-04-02,2,2,1,6,30,2,0,0,0101000020346C0000FF8B133A0DD20F4160591EACAC3B0841
11404,-3.171502,51.437661,W01001125,62,2018-04-21,3,2,1,2,30,1,0,0,0101000020346C0000444A64AD2D7313416259F5B7EFF20441
11405,-3.16993,51.471263,W01001699,62,2018-04-19,3,2,1,6,30,1,0,0,0101000020346C0000AE3E3188D1751341225772EDA8670541
11406,-3.152079,51.493092,W01001825,62,2018-04-13,3,3,1,6,30,1,0,0,0101000020346C000047F12EBDC98913419E18E5ADE8B20541
11407,-3.243714,51.502272,W01001784,62,2018-04-24,2,2,1,6,30,1,0,0,0101000020346C000064DAFD3DA9261341961C76E910D60541
11408,-3.769499,51.579624,W01000932,62,2018-03-30,3,1,1,1,50,1,0,0,0101000020346C0000A6429C6CB7EF104100E611085BFA0641
11409,-4.00846,51.593781,W01000804,62,2018-04-23,2,1,1,6,30,1,0,0,0101000020346C00001FEC8F4965DB0F417E3A175EEC380741
11410,-3.397189,51.750153,W01001293,62,2018-04-22,3,1,1,1,50,1,0,0,0101000020346C0000B4735C0F758812415468862E8C390941
11411,-3.343818,51.405661,W01001118,62,2018-04-21,3,2,1,1,30,1,0,0,0101000020346C0000913C14CC04B71241C6C54F87278A0441
11412,-3.382353,51.684563,W01001208,62,2018-04-23,3,1,1,6,30,1,0,0,0101000020346C000092DF4CBE4C961241C675053EFC540841
11413,-3.167863,51.490139,W01001829,62,2018-04-23,3,2,1,6,30,1,0,0,0101000020346C0000714709BF9578134164CE015A30A90541
11414,-3.474369,51.669002,W01001203,62,2018-04-25,2,1,1,6,30,1,0,0,0101000020346C00007F475D035D321241C6573A7FCB220841
11415,-3.475759,51.646378,W01001287,62,2018-04-23,3,2,2,6,30,2,0,0,0101000020346C000087062122113012411E71EEB43AD40741
11416,-3.614588,51.769065,W01000944,62,2018-04-24,3,2,2,6,30,2,0,0,0101000020346C000032B78F65B49E1141EAED01F1F4840941
11417,-3.345427,51.596878,W01001182,62,2018-04-24,3,1,1,6,30,2,0,0,0101000020346C00001E52D0F260BB1241DEBF2E82C1220741
11418,-3.522348,51.739183,W01001187,62,2018-04-24,3,2,1,1,50,2,0,0,0101000020346C0000571D43DB100112417CBD03A5D3180941
11419,-3.385267,51.77717,W01001296,62,2018-04-24,3,2,1,6,60,2,0,0,0101000020346C00009734A5423596124138EB04F3F3960941
11420,-3.912275,51.662832,W01000794,62,2018-04-20,3,2,1,1,30,1,0,0,0101000020346C0000DECF1000EF5810418C1EB11F4D230841
11421,-3.176772,51.457949,W01001942,62,2018-04-13,3,2,1,3,60,1,0,0,0101000020346C00001260487F056E1341EAF8D194A0390541
11422,-3.178692,51.483305,W01001939,62,2018-04-18,2,1,2,6,30,1,0,0,0101000020346C0000C57ECD83A56C1341922029A1D0910541
11423,-3.2631,51.410264,W01001080,62,2018-04-18,3,1,2,1,30,1,0,0,0101000020346C0000DE7EA722E10E134164E0CDC807970441
11424,-3.153866,51.512479,W01001813,62,2018-04-25,3,2,1,6,30,1,0,0,0101000020346C0000B46EF17C61881341AA834DC958F60541
11425,-4.043564,51.673605,W01000774,62,2018-04-20,3,1,1,6,30,9,0,0,0101000020346C0000E8C09B2B2D970F41C4882BF56C500841
11426,-3.220919,51.420243,W01001089,62,2018-04-27,3,1,2,6,60,2,0,0,0101000020346C00007803086B013D1341C6CEE61028B80441
11427,-3.923538,51.62184,W01000850,62,2018-03-11,2,1,2,3,30,1,0,0,0101000020346C0000D6FC7504E34A104142C83EB67C950741
11428,-3.88276,51.693118,W01000751,62,2018-04-14,3,2,1,6,30,9,0,0,0101000020346C0000724626532F7A1041DEB4F7A2E48A0841
11429,-3.942632,51.629519,W01000744,62,2018-04-26,3,2,1,3,30,2,0,0,0101000020346C00006F200112973610411481410544B10741
11430,-3.911618,51.623869,W01000849,62,2018-04-08,3,1,1,6,30,1,0,0,0101000020346C00000268CE13DF5710410C880B84DC9B0741
11431,-3.14336,51.502106,W01001822,62,2018-04-27,3,2,1,3,50,1,0,0,0101000020346C00000BEC8E8C7D931341A234EE6FF0D10541
11432,-3.188171,51.435201,W01001130,62,2018-04-22,3,3,2,6,30,1,0,0,0101000020346C00009064A5880161134112534966F8EA0441
11433,-3.493983,51.519961,W01001005,62,2018-04-25,3,2,1,3,60,1,0,0,0101000020346C0000405F3759E0171241CA923683B11D0641
11434,-3.724587,51.530888,W01000933,62,2018-04-27,3,2,1,3,70,2,0,0,0101000020346C0000AFC3184C571E1141A2887C10AA4E0641
11435,-3.490523,51.644807,W01001214,62,2018-04-27,3,2,1,6,30,1,0,0,0101000020346C0000B27A93F80C201241DA8E70F56ACF0741
11436,-3.156807,51.546071,W01001777,62,2018-05-02,3,6,1,3,70,2,0,0,0101000020346C0000E769BB731D8613415C13373F316B0641
11437,-3.944813,51.615653,W01001957,62,2018-04-27,3,4,4,3,30,1,0,0,0101000020346C0000088DF315973310416E74F07B34810741
11438,-3.166949,51.487604,W01001834,62,2018-03-05,2,1,1,6,30,2,0,0,0101000020346C0000067F61978179134132E833E458A00541
11439,-4.032032,51.66769,W01000773,62,2018-04-30,3,2,1,6,30,1,0,0,0101000020346C0000E328D15485AF0F4122EAC3B92C3B0841
11440,-3.370063,51.753736,W01001310,62,2018-04-30,3,1,1,6,30,1,0,0,0101000020346C0000E0E2BAF8D4A51241C6EA20D3E3440941
11441,-3.829595,51.661811,W01000922,62,2018-04-30,3,2,1,6,30,1,0,0,0101000020346C0000B4147AC53BB21041E65401912C1B0841
11442,-3.269336,51.485326,W01001729,62,2018-05-01,3,2,1,6,30,1,0,0,0101000020346C000069C00C105D0A1341DEC6179E209C0541
11443,-3.954904,51.620224,W01000871,62,2018-04-30,3,2,1,6,30,1,0,0,0101000020346C0000FCD0861AE328104170BB6328AC910741
11444,-3.701954,51.475627,W01001045,62,2018-04-30,2,2,1,6,30,1,0,0,0101000020346C000046510CF3A23411413E1D063A798D0541
11445,-3.423669,51.695723,W01001138,62,2018-04-30,3,2,1,6,30,1,0,0,0101000020346C0000D241F7FE0C6A124168F630717C7D0841
11446,-3.980117,51.636888,W01000758,62,2018-04-30,3,2,1,6,30,1,0,0,0101000020346C0000FF1E68CD660E10411449A9050DCD0741
11447,-3.343398,51.508492,W01001113,62,2018-05-01,3,4,1,3,70,1,0,0,0101000020346C0000524105D3C0BA1241F2676F1481EF0541
11448,-3.268604,51.408064,W01001063,62,2018-05-02,3,2,1,6,30,1,0,0,0101000020346C00004637550AD508134126B91B69978F0441
11449,-3.423262,51.595062,W01001250,62,2018-05-05,3,2,2,6,60,1,0,0,0101000020346C0000525715E71467124178D4A4C2A21F0741
11450,-3.521877,51.749719,W01001233,62,2018-05-06,2,4,4,6,50,1,0,0,0101000020346C00006FAB66BCF40112418CF664106C3D0941
11451,-3.254656,51.411164,W01001069,62,2018-05-09,3,2,1,6,30,1,0,0,0101000020346C0000FAC81905151813411648DBC6D7990441
11452,-3.171757,51.492555,W01001832,62,2018-05-11,3,2,1,6,30,1,0,0,0101000020346C00008C5478906D7413419CEE6468B8B10541
11453,-3.315802,51.652768,W01001146,62,2018-05-04,3,2,1,1,50,1,0,0,0101000020346C000082DB646E30DD12414028A3E1D3E30741
11454,-3.947115,51.614095,W01001938,62,2018-04-18,3,1,1,6,20,1,0,0,0101000020346C000031B5A4250731104178F24365EC7B0741
11455,-3.231204,51.414947,W01001068,62,2018-05-06,3,2,1,1,40,1,0,0,0101000020346C00003E6E0D45AD31134140338D1620A60441
11456,-3.571055,51.495249,W01001037,62,2018-05-06,3,2,1,6,40,1,0,0,0101000020346C00001FE938A967C31141C88BDC5250CB0541
11457,-3.190135,51.447662,W01001076,62,2018-05-06,2,2,8,3,40,1,0,0,0101000020346C00001A0DB088395F13413205537258160541
11458,-3.817621,51.599544,W01000963,62,2018-05-06,3,2,1,6,30,1,0,0,0101000020346C0000C14C030F7BBC1041561F1E3D23420741
11459,-3.809841,51.66646,W01000906,62,2018-04-04,3,1,1,6,20,1,0,0,0101000020346C00006269A1D5C7C71041B8EABD2C442A0841
11460,-3.190693,51.49455,W01001721,62,2018-03-14,3,1,1,6,30,2,0,0,0101000020346C00005FFB77A4F15F1341320BD20F51B90541
11461,-3.441958,51.583163,W01001255,62,2018-05-11,3,1,1,6,30,1,0,0,0101000020346C0000E9644D8A70521241A044D77F13F70641
11462,-3.176939,51.482927,W01001939,62,2018-03-08,3,1,1,6,30,1,0,0,0101000020346C00006594DBB3896E1341406DC7A870900541
11463,-3.250238,51.529008,W01001893,62,2018-05-08,3,2,1,3,50,1,0,0,0101000020346C0000501CCB3361201341705AF35239330641
11464,-3.836508,51.633925,W01000917,62,2018-05-10,3,4,2,3,50,1,0,0,0101000020346C0000B9A434648BA910410E335BCCA3BA0741
11465,-3.189098,51.493046,W01001721,62,2018-05-10,3,2,1,6,30,1,0,0,0101000020346C0000F24AA9ABA16113415CD69F9108B40541
11466,-3.219033,51.431503,W01001089,62,2018-05-11,3,1,1,6,30,1,0,0,0101000020346C00002B301B51613F1341D00EAB5B38DF0441
11467,-4.032095,51.629669,W01000768,62,2018-05-12,2,3,3,6,40,1,0,0,0101000020346C0000C1B65B2EB5AB0F41EA4DF82E0DB70741
11468,-3.574616,51.495301,W01001037,62,2018-05-14,3,1,1,6,40,1,0,0,0101000020346C0000C5BC30658BBF11419AA3B315A9CB0541
11469,-3.998122,51.640162,W01000756,62,2018-05-13,3,2,1,6,40,1,0,0,0101000020346C0000795B4B252EF60F41905796217DD90741
11470,-3.18127,51.492253,W01001721,62,2018-05-12,3,2,1,6,30,1,0,0,0101000020346C00007C392AB8196A1341C623B8A500B10541
11471,-3.912743,51.623814,W01000849,62,2018-05-12,3,2,1,6,20,1,0,0,0101000020346C000068C618F5A656104128B786E4BB9B0741
11472,-3.179639,51.496019,W01001720,62,2018-05-11,3,2,1,6,30,1,0,0,0101000020346C0000A2D03EA3F96B1341F234F99B08BE0541
11473,-3.887048,51.793656,W01000928,62,2018-05-06,2,2,2,6,40,1,0,0,0101000020346C0000EC132519137A1041BCEB004686E80941
11474,-3.353807,51.629109,W01001282,62,2018-05-14,3,2,1,6,30,1,0,0,0101000020346C0000C2D437E558B312413C1853F61A930741
11475,-3.181378,51.498079,W01001726,62,2018-05-15,3,2,1,6,30,1,0,0,0101000020346C0000A36AB18F256A1341E2268EF240C50541
11476,-3.26749,51.54651,W01001241,62,2018-04-20,3,1,1,6,30,1,0,0,0101000020346C00005C5A8A3D350E134148774A6AB1700641
11477,-3.201611,51.531711,W01001953,62,2018-04-30,3,2,1,6,30,1,0,0,0101000020346C0000BD44026A29551341E03AF2F4D93A0641
11478,-3.795478,51.758088,W01001900,62,2018-05-15,3,2,2,6,30,1,0,0,0101000020346C000043B21CDD37DB10413EF6521DEE670941
11479,-3.169246,51.470433,W01001699,62,2018-05-15,3,2,1,6,30,1,0,0,0101000020346C0000240F39AA89761341D0927B6AC0640541
11480,-3.940609,51.617674,W01001938,62,2018-05-15,3,2,2,3,30,1,0,0,0101000020346C000084158F223B38104174530F85FC870741
11481,-3.812965,51.666466,W01000906,62,2018-05-16,3,1,1,6,30,1,0,0,0101000020346C00001CCFAEC167C41041C81EA564742A0841
11482,-3.188934,51.468464,W01001767,62,2018-05-14,2,2,2,6,30,1,0,0,0101000020346C00004A64699C1D611341C40783CD985E0541
11483,-3.290538,51.413967,W01001103,62,2018-05-16,3,2,1,6,40,1,0,0,0101000020346C0000BBD126342DF11241421B4B3CF0A40441
11484,-3.149102,51.489848,W01001697,62,2018-05-16,3,1,1,6,30,1,0,0,0101000020346C00009A9223C3ED8C1341FEC8818788A70541
11485,-3.440568,51.709355,W01001150,62,2018-05-16,3,1,1,6,30,1,0,0,0101000020346C00005D319A00455812416077C32694AD0841
11486,-3.321363,51.620829,W01001164,62,2018-05-17,3,3,1,3,70,1,0,0,0101000020346C00005C11DD9C2CD612412A8F13560B750741
11487,-3.228111,51.4884,W01001782,62,2018-05-10,3,2,1,3,40,1,0,0,0101000020346C0000C690D1912D371341BE45A5DE48A50541
11488,-3.361264,51.718376,W01001312,62,2018-05-15,3,2,2,1,50,1,0,0,0101000020346C00004B941ACC2CAE1241025010ADA4C90841
11489,-3.480126,51.408137,W01001107,62,2018-05-16,3,2,2,1,30,1,0,0,0101000020346C0000B1F2C158F82212419CBFA2B977980441
11490,-3.524311,51.762627,W01001233,62,2018-05-17,3,2,1,6,60,1,0,0,0101000020346C000040082BB2CCFF11411E3A295D646A0941
11491,-3.367394,51.766599,W01001298,62,2018-05-15,3,2,1,6,30,1,0,0,0101000020346C000093BB552C21A9124110672E8C7C710941
11492,-3.423483,51.698998,W01001138,62,2018-05-10,3,5,2,6,30,1,0,0,0101000020346C0000E713A5D45C6A1241C283BC33DC880841
11493,-3.168348,51.483732,W01001835,62,2018-05-16,3,2,1,3,30,1,0,0,0101000020346C0000AA9C1F91E1771341E60A1769F0920541
11494,-3.980201,51.636832,W01000757,62,2018-05-17,3,1,1,6,20,1,0,0,0101000020346C000096DB71E04E0E1041B088A676DCCC0741
11495,-3.522299,51.547825,W01001039,62,2018-05-17,3,1,1,6,30,1,0,0,0101000020346C000062376F2730FA1141DA11D62BCB7F0641
11496,-3.180258,51.434642,W01001130,62,2018-05-19,3,2,1,6,30,1,0,0,0101000020346C00009E7658A7956913414AF55AEEBFE80441
11497,-3.239844,51.402617,W01001073,62,2018-05-16,3,2,1,1,40,1,0,0,0101000020346C00004E215927ED271341F0412A79977B0441
11498,-3.354774,51.721121,W01001312,62,2018-05-19,3,2,1,6,30,1,0,0,0101000020346C00009776C2BC44B51241AECA232CECD20841
11499,-3.554036,51.75053,W01001233,62,2018-05-15,3,1,1,3,70,1,0,0,0101000020346C00006E05EFCF4CDF1141B00E2B1EB4410941
11500,-3.211032,51.482553,W01001710,62,2018-05-20,3,2,5,6,30,1,0,0,0101000020346C0000BC4031A4894913410CE3E7D158900541
11501,-3.292861,51.574575,W01001244,62,2018-05-20,3,2,1,6,30,1,0,0,0101000020346C0000C5D63D0E95F31241FC0178EE30D30641
11502,-3.163602,51.468133,W01001943,62,2018-05-19,3,2,1,6,30,1,0,0,0101000020346C0000E04C2E74997C1341EA02432C905C0541
11503,-3.67892,51.719777,W01000925,62,2018-05-20,3,1,2,3,70,1,0,0,0101000020346C0000FD4266656057114116E9A565CCDC0841
11504,-3.606711,51.766835,W01000926,62,2018-05-21,3,2,1,6,60,1,0,0,0101000020346C00008A2AB28D1CA71141C61BECDFD47C0941
11505,-3.184652,51.520454,W01001792,62,2018-05-20,3,2,1,6,30,1,0,0,0101000020346C00008BD1EDA539671341B8B8E02E21130641
11506,-3.585929,51.565182,W01000975,62,2018-05-22,3,1,1,6,30,1,0,0,0101000020346C00009CB68D1FE8B511412032E81C0BBF0641
11507,-3.162284,51.485978,W01001835,62,2018-05-22,3,2,3,3,30,1,0,0,0101000020346C0000BE6566AD857E134190EC7D07899A0541
11508,-3.176405,51.485684,W01001939,62,2018-05-22,3,2,1,6,30,1,0,0,0101000020346C000072F217BB316F1341AE661AC3009A0541
11509,-3.584679,51.519202,W01001022,62,2018-05-23,3,1,1,6,20,1,0,0,0101000020346C0000152FA98287B5114112F80468311F0641
11510,-3.164167,51.518051,W01001730,62,2018-05-23,3,1,1,6,30,1,0,0,0101000020346C0000F43CDCAB5D7D134182AC25BD100A0641
11511,-3.150712,51.482262,W01001872,62,2018-04-27,3,2,1,6,30,1,0,0,0101000020346C0000BB7D389AF98A1341B06AA962398D0541
11512,-3.655222,51.517688,W01001000,62,2018-05-22,3,3,1,3,70,1,0,0,0101000020346C00005205E35BFF681141805CFF6D511D0641
11513,-3.231778,51.415984,W01001068,62,2018-05-25,3,2,1,6,50,2,0,0,0101000020346C000070BD2D5C153113413426260CC0A90441
11514,-3.31862,51.459316,W01001135,62,2018-05-22,3,2,1,6,40,1,0,0,0101000020346C000048F05AE814D41241AE946C13A0430541
11515,-3.993535,51.763114,W01000803,62,2018-05-20,3,1,1,6,30,1,0,0,0101000020346C0000ECAC20CDE2051041A69B27A47E840941
11516,-3.142074,51.496787,W01001825,62,2018-05-24,3,2,4,3,30,1,0,0,0101000020346C00002EE88FA9BD941341CE06850269BF0541
11517,-3.262259,51.402683,W01001073,62,2018-05-23,3,1,1,6,30,1,0,0,0101000020346C00005D550501910F134166489020A77C0441
11518,-3.146624,51.506409,W01001828,62,2018-05-25,3,1,1,7,50,2,0,0,0101000020346C00001E7F1458119013416678E92401E10541
11519,-3.389502,51.753139,W01001306,62,2018-05-24,3,2,1,6,30,1,0,0,0101000020346C00008B6A07E2D89012416E5758C19B430941
11520,-3.129542,51.538144,W01001842,62,2018-05-25,3,2,2,6,30,2,0,0,0101000020346C0000DC8D3F6571A31341445A3B30B84E0641
11521,-3.908002,51.621347,W01000849,62,2018-05-24,3,1,1,3,40,1,0,0,0101000020346C0000D427BCF0AA5B104188AD5B7FE4920741
11522,-3.893743,51.657089,W01000799,62,2018-05-22,2,2,1,6,30,1,0,0,0101000020346C0000102B0050B36C104126B8F6A34C0E0841
11523,-3.818397,51.649,W01000937,62,2018-05-16,2,2,3,6,30,1,0,0,0101000020346C000013F35EB3C7BD10418C69066F0CEE0741
11524,-3.084351,51.528411,W01001882,62,2018-05-17,2,1,1,6,30,1,0,0,0101000020346C00007B7103E729D4134158D2D946692B0641
11525,-4.052833,51.667796,W01000877,62,2018-02-24,2,1,1,6,30,1,0,0,0101000020346C0000364C65EE94820F41EA3A26F8CC3C0841
11526,-3.808428,51.588437,W01000959,62,2018-05-21,3,2,1,6,30,1,0,0,0101000020346C00001A044677F3C5104136C90E920B1B0741
11527,-3.824987,51.659041,W01000922,62,2018-05-25,3,1,1,3,70,2,0,0,0101000020346C00008E00DBBD17B7104154522B6B4C110841
11528,-3.220774,51.513493,W01001896,62,2018-05-23,3,1,1,6,30,1,0,0,0101000020346C0000D8B2175EDD3F1341B436A3A139FC0541
11529,-3.187652,51.47674,W01001856,62,2018-05-26,3,3,2,6,30,1,0,0,0101000020346C0000AA520D85BD6213411CF42648507B0541
11530,-3.997846,51.592748,W01000804,62,2018-05-24,3,3,3,6,30,1,0,0,0101000020346C0000C58B806345F20F41B8D74B2CB4340741
11531,-3.358829,51.768505,W01001295,62,2018-05-27,3,1,2,6,30,1,0,0,0101000020346C00000C7F65116DB21241A0AE04F4C3770941
11532,-3.620306,51.474014,W01001127,62,2018-05-25,3,1,2,6,40,1,0,0,0101000020346C000009E5FB562B8D11413C3B62EAD8830541
11533,-3.431475,51.755989,W01001291,62,2018-05-26,3,1,1,6,60,1,0,0,0101000020346C0000347CEA13AD631241F49222B1434F0941
11534,-3.560792,51.505638,W01000982,62,2018-05-27,3,2,4,6,30,1,0,0,0101000020346C0000EA10C4E5EBCE1141E6B7130BF1EE0541
11535,-3.157812,51.498763,W01001822,62,2018-05-27,2,1,1,6,30,1,0,0,0101000020346C00008A96B9A8B98313416E8B8C5CD0C60541
11536,-3.925842,51.665308,W01000813,62,2018-05-28,3,2,1,6,30,1,0,0,0101000020346C000042EF81F9624A104110357C2DAD2C0841
11537,-3.175347,51.484292,W01001939,62,2018-05-28,3,1,1,3,30,1,0,0,0101000020346C0000865037A14D7013416C2F03E020950541
11538,-3.654647,51.634965,W01000993,62,2018-05-29,3,2,1,6,30,1,0,0,0101000020346C0000DFB6C0BF3B6E114144D7F0E5DAB40741
11539,-4.00806,51.593869,W01000805,62,2018-05-27,2,2,3,6,30,1,0,0,0101000020346C0000198D251445DC0F419EE4389034390741
11540,-3.590233,51.495315,W01000989,62,2018-05-28,3,2,1,6,60,1,0,0,0101000020346C0000D3F6BE409BAE114194FAEA0E71CC0541
11541,-3.168827,51.489545,W01001829,62,2018-05-30,3,1,1,6,30,1,0,0,0101000020346C000001936BD185771341AE92166C28A70541
11542,-3.759957,51.680024,W01000970,62,2018-05-25,3,1,3,6,60,1,0,0,0101000020346C0000ACF1CBFC3FFE10418EF08ADDC4560841
11543,-3.954488,51.674348,W01000793,62,2018-05-30,3,2,1,6,30,1,0,0,0101000020346C00005860EEA9DA2B1041467C9AAEBC4D0841
11544,-3.996383,51.678149,W01000792,62,2018-05-31,3,1,1,1,30,1,0,0,0101000020346C0000F5A585CD8CFD0F410E81544B655D0841
11545,-3.192883,51.445988,W01001076,62,2018-06-01,3,1,1,3,40,1,0,0,0101000020346C0000C09DA38F315C13419A6720F99F100541
11546,-3.263372,51.426906,W01001072,62,2018-06-03,3,3,2,6,40,1,0,0,0101000020346C00001E528A1E150F134198558452E0D00441
11547,-3.443741,51.46036,W01001082,62,2018-06-01,3,2,1,6,30,1,0,0,0101000020346C00004CD780684C4C1241462DC18B604C0541
11548,-3.163092,51.474118,W01001951,62,2018-06-01,3,1,1,3,50,1,0,0,0101000020346C000050A67972517D1341EE050F7358710541
11549,-3.264575,51.468904,W01001744,62,2018-05-30,3,3,2,6,30,1,0,0,0101000020346C0000C35A8429090F13417AE25A81E0620541
11550,-3.847182,51.645898,W01000917,62,2018-05-30,2,2,2,3,70,1,0,0,0101000020346C00002A5C6E67879E10410E5E7292D4E40741
11551,-3.666704,51.609076,W01001017,62,2018-05-25,3,2,1,6,30,2,0,0,0101000020346C0000061F817F2B6011412ED5621C7A5B0741
11552,-3.867313,51.658502,W01000916,62,2018-05-29,3,2,2,3,70,1,0,0,0101000020346C0000EC1D9AC1538910411A65EA0DBD110841
11553,-3.314659,51.514824,W01001727,62,2018-05-30,3,2,1,6,30,2,0,0,0101000020346C0000AAC09D1C1DDA1241DE6AEAC260040641
11554,-3.272349,51.425415,W01001097,62,2018-06-03,3,2,1,6,30,1,0,0,0101000020346C000010856A34490513419445623A08CC0441
11555,-3.444253,51.713257,W01001150,62,2018-06-02,3,3,2,6,30,1,0,0,0101000020346C0000F25E36F46C541241422542054CBB0841
11556,-3.342683,51.746454,W01001317,62,2018-05-26,3,2,3,6,60,1,0,0,0101000020346C0000D61129DB20C31241564ABABA7B2A0941
11557,-3.933311,51.622686,W01000850,62,2018-06-05,3,2,1,6,30,1,0,0,0101000020346C0000915D92015B4010418824E835FC980741
11558,-3.257584,51.429818,W01001072,62,2018-06-10,3,1,1,6,50,1,0,0,0101000020346C00000CFB2AEE74151341CE3381AAC7DA0441
11559,-4.03743,51.656482,W01000786,62,2018-06-06,3,3,1,3,60,1,0,0,0101000020346C0000FA3AC3E8C4A20F41A2D8FA008D140841
11560,-3.097402,51.522589,W01001884,62,2018-06-06,3,2,2,6,30,1,0,0,0101000020346C0000B751B8B9DDC5134182876B7199170641
11561,-3.353882,51.770774,W01001295,62,2018-01-14,3,2,2,6,30,1,0,0,0101000020346C0000C454FF36D5B712413C7A45EB737F0941
11562,-3.466569,51.6451,W01001288,62,2018-01-12,3,4,1,6,30,1,0,0,0101000020346C0000C121AF07F5391241C099183963CF0741
11563,-3.3951,51.758054,W01001300,62,2018-01-18,3,2,2,6,30,5,0,0,0101000020346C000042638E1BF98A1241922781B2EB540941
11564,-3.378095,51.7468,W01001315,62,2018-02-07,3,1,1,6,30,1,0,0,0101000020346C0000AB817710F19C1241A47A0E5B1C2D0941
11565,-3.459187,51.724843,W01001153,62,2018-02-09,3,3,1,6,30,1,0,0,0101000020346C00006A727F28B5441241C8E2284A34E40841
11566,-3.448195,51.662646,W01001175,62,2018-01-21,3,1,1,6,30,2,0,0,0101000020346C000029C631EE6C4E124166044FCD920B0841
11567,-3.471287,51.643953,W01001288,62,2018-02-09,3,2,3,6,30,1,0,0,0101000020346C000036DCA804D1341241404E3D469BCB0741
11568,-3.44979,51.618854,W01001248,62,2018-03-11,3,2,1,6,30,2,0,0,0101000020346C0000472E1100314B1241A6E6730D73730741
11569,-3.461254,51.726984,W01001153,62,2018-03-30,3,2,1,6,60,2,0,0,0101000020346C0000A1C75E2F8D421241C24140FFBBEB0841
11570,-3.324234,51.591445,W01001264,62,2018-01-16,3,1,1,6,30,1,0,0,0101000020346C0000B2C20DBE24D21241A8A68754090F0741
11571,-3.200744,51.479062,W01001857,62,2018-05-28,3,2,1,6,30,1,0,0,0101000020346C0000FB45CCAC9954134168F8D0C7D8830541
11572,-3.447266,51.619416,W01001261,62,2018-05-28,3,2,1,6,30,1,0,0,0101000020346C000039A982E3F04D1241CE6C94574B750741
11573,-3.453556,51.627305,W01001260,62,2018-03-14,3,3,3,6,40,2,0,0,0101000020346C0000D24B38EE68471241B6CE4F3BFB900741
