"id","geom","school_cod","sch_name","lea_name_e","school_ty0","gender_mix","school_lan","status_nam","address_1","address_2","address_3","postcode","full_detai"
155,"0101000020346C00003E649C291B6B13416CE0878ADC290841","6764053","Oakdale Comprehensive","Caerphilly","Uwchradd (ystod oedran 11-16)","Mixed","English medium","Closed","Penmaen Road","Oakdale","Blackwood","NP12 0DT","http://mylocalschool.wales.gov.uk/School/6764053"
156,"0101000020346C00002B9638BDBF2A13415C42DE15C4E70641","6764065","St Cenydd School","Caerphilly","Uwchradd (ystod oedran 11-19)","Mixed","English medium","Open","St Cenydd Road","Trecenydd","Caerphilly","CF83 2RP","http://mylocalschool.wales.gov.uk/School/6764065"
157,"0101000020346C0000B10B8CAD2BE51341B2BAA432BA370741","6764068","Risca Community Comprehensive","Caerphilly","Uwchradd (ystod oedran 11-16)","Mixed","English medium","Open","Pontymason Lane","Rogerstone","Newport","NP11 6YY","http://mylocalschool.wales.gov.uk/School/6764068"
158,"0101000020346C000032EF27525B411341BA616F20F3BD0641","6764070","St Martin's School","Caerphilly","Uwchradd (ystod oedran 11-19)","Mixed","English medium","Open","Hillside","Caerphilly","null","CF83 1UW","http://mylocalschool.wales.gov.uk/School/6764070"
159,"0101000020346C000040F30ADF532B1341F00D401CED5C0841","6764073","Heolddu Comprehensive School","Caerphilly","Uwchradd (ystod oedran 11-19)","Mixed","English medium","Open","Mountain Road","Bargoed","Caerphilly","CF81 8XL","http://mylocalschool.wales.gov.uk/School/6764073"
160,"0101000020346C00007DDE71C1BF40134106EBE0E5B3260841","6764075","Lewis School Pengam","Caerphilly","Uwchradd (ystod oedran 11-19)","Mixed","English medium","Open","Gilfach","Bargoed",NULL,"CF81 8LJ","http://mylocalschool.wales.gov.uk/School/6764075"
161,"0101000020346C00009C38F45CD2341341348BAD3B93B60741","6764077","Lewis Girls' Comprehensive School","Caerphilly","Uwchradd (ystod oedran 11-19)","Mixed","English medium","Open","Oakfield Street","Ystrad Mynach",NULL,"CF82 7WW","http://mylocalschool.wales.gov.uk/School/6764077"
162,"0101000020346C00003673D0C4540D134194C123EC97230941","6764090","Rhymney Comprehensive School,","Caerphilly","Uwchradd (ystod oedran 11-19)","Mixed","English medium","Closed","Mill Field","Abertysswg","Rhymney","NP2 5XF","http://mylocalschool.wales.gov.uk/School/6764090"
163,"0101000020346C0000331A8285FE60134188C996C77C090741","6764093","Bedwas High School","Caerphilly","Uwchradd (ystod oedran 11-19)","Mixed","English medium","Open","Newport Road","Bedwas","Caerphilly","CF83 8BJ","http://mylocalschool.wales.gov.uk/School/6764093"
164,"0101000020346C000060733C6C64491341BCBA42C0A7FB0741","6764103","Ysgol Gyfun Cwm Rhymni","Caerphilly","Uwchradd (ystod oedran 11-19)","Mixed","Welsh medium","Open","Heol Gelli Haf","Fleur De Lys","Blackwood","NP12 3JQ","http://mylocalschool.wales.gov.uk/School/6764103"
165,"0101000020346C0000EE8634BDCC7313414EF53BB07D4D0841","6764104","Islwyn High School","Caerphilly","Uwchradd (ystod oedran 11-16)","Mixed","English medium","Open","Waterloo","Oakdale","Blackwood","NP12 0NU","http://mylocalschool.wales.gov.uk/School/6764104"
166,"0101000020346C00002C90330A10A213413ED05937CEAB0741","6765400","Cwmcarn High School","Caerphilly","Uwchradd (ystod oedran 11-19)","Mixed","English medium","Open","Chapel Farm","Cwmcarn","Crosskeys","NP11 7NG","http://mylocalschool.wales.gov.uk/School/6765400"
167,"0101000020346C0000A9737E00B93013418839A830B76A0941","6774061","Tredegar Comprehensive School","Blaenau Gwent","Uwchradd (ystod oedran 11-16)","Mixed","English medium","Open","Stable Lane","Tredegar","Blaenau Gwent","NP22 4BH","http://mylocalschool.wales.gov.uk/School/6774061"
168,"0101000020346C00006076354C3FA31341F4F1B9C517FC0841","6774074","Abertillery Comprehensive","Blaenau Gwent","Uwchradd (ystod oedran 11-16)","Mixed","English medium","Closed","Alma Street","Abertillery","Blaenau Gwent","NP13 1YL","http://mylocalschool.wales.gov.uk/School/6774074"
169,"0101000020346C000072D5D519878213413E22C7B80FF20941","6775401","Brynmawr Foundation School","Blaenau Gwent","Uwchradd (ystod oedran 11-16)","Mixed","English medium","Open","Rhydw, Intermediate Road","Brymawr","Blaenau Gwent","NP23 4XT","http://mylocalschool.wales.gov.uk/School/6775401"
170,"0101000020346C00008C7591C8ED2B14412EC0F37C0BE00741","6784051","Croesyceiliog School","Torfaen","Uwchradd (ystod oedran 11-19)","Mixed","English medium","Open","Woodland Road","Croesyceiliog","Cwmbran","NP44 2YB","http://mylocalschool.wales.gov.uk/School/6784051"
171,"0101000020346C0000923D9418B6F21341DA40212A30DC0841","6784070","Abersychan Comprehensive","Torfaen","Uwchradd (ystod oedran 11-16)","Mixed","English medium","Open","INCLINE ROAD","ABERSYCHAN","Pontypool","NP4 7DF","http://mylocalschool.wales.gov.uk/School/6784070"
