"id","geom","school_cod","sch_name","lea_name_e","school_ty0","gender_mix","school_lan","status_nam","address_1","address_2","address_3","postcode","full_detai"
58,"0101000020346C0000FC78FBC747F212417C9300766DBF1141","6664011","Newtown High School","Powys","Uwchradd (ystod oedran 11-19)","Mixed","English medium","Open","Dolfor Road","Newtown","Powys","SY16 1JE","http://mylocalschool.wales.gov.uk/School/6664011"
59,"0101000020346C000087F1A79964BA134153C814EBD4CE1241","6664013","Welshpool High School","Powys","Uwchradd (ystod oedran 11-19)","Mixed","English medium","Open","Salop Road","Welshpool","Powys","SY21 7RE","http://mylocalschool.wales.gov.uk/School/6664013"
60,"0101000020346C000048507B8A48A612419AB829B614EC0F41","6664019","Llandrindod High School","Powys","Uwchradd (ystod oedran 11-19)","Mixed","English medium","Due to close","Dyffryn Road","Llandrindod Wells","Powys","LD1 6AW","http://mylocalschool.wales.gov.uk/School/6664019"
61,"0101000020346C00002E5AE637078B1241ACFB84150BAC0E41","6664020","Builth Wells High School","Powys","Uwchradd (ystod oedran 11-19)","Mixed","Bilingual (Type C)","Due to close","College Road","Builth Wells","Powys","LD2 3BW","http://mylocalschool.wales.gov.uk/School/6664020"
62,"0101000020346C0000EB07B6DADAF9104118238E74768C0941","6664021","Ysgol Maesydderwen","Powys","Uwchradd (ystod oedran 11-19)","Mixed","English medium","Open","Tudor Street","Ystradgynlais","Swansea","SA9 1AP","http://mylocalschool.wales.gov.uk/School/6664021"
63,"0101000020346C0000151533A83D9D124178BA7E1C35F50B41","6664022","Brecon High School","Powys","Uwchradd (ystod oedran 11-19)","Mixed","English with significant Welsh","Open","Penlan","Brecon","Powys","LD3 9SR","http://mylocalschool.wales.gov.uk/School/6664022"
64,"0101000020346C0000E6B2D3F0AF621341BC7E89BE1EF90C41","6664023","Gwernyfed High School","Powys","Uwchradd (ystod oedran 11-19)","Mixed","English medium","Open","Three Cocks","Brecon","Powys","LD3 0SG","http://mylocalschool.wales.gov.uk/School/6664023"
65,"0101000020346C0000576E6318F79F13412A0F8A644CB10A41","6664024","Crickhowell High School","Powys","Uwchradd (ystod oedran 11-19)","Mixed","English medium","Open","New Road","Crickhowell","Powys","NP8 1AW","http://mylocalschool.wales.gov.uk/School/6664024"
66,"0101000020346C00007E7710DB580A0E410815FC7D3F061041","6674042","Gyfun Aberaeron Comprehensive","Ceredigion","Uwchradd (ystod oedran 11-19)","Mixed","Bilingual (Type C)","Open","Stryd Y Fro","Aberaeron","Ceredigion","SA46 0DT","http://mylocalschool.wales.gov.uk/School/6674042"
67,"0101000020346C00003F230EFBE5A00A41CC4056413D1A0E41","6674044","Ysgol Uwchradd Aberteifi","Ceredigion","Uwchradd (ystod oedran 11-19)","Mixed","Bilingual (Type C)","Open","Park Place","Aberteifi","Ceredigion","SA43 1AD","http://mylocalschool.wales.gov.uk/School/6674044"
68,"0101000020346C0000BF94AA6737BE0F412E0653C359321141","6674047","Penglais School","Ceredigion","Uwchradd (ystod oedran 11-19)","Mixed","English medium","Open","Waunfawr","Aberystwyth","Ceredigion","SY23 3AW","http://mylocalschool.wales.gov.uk/School/6674047"
69,"0101000020346C000037FE3E3D34AC0F41C098ABE6F6271141","6674048","Ysgol Gyfun Penweddig","Ceredigion","Uwchradd (ystod oedran 11-19)","Mixed","Bilingual (Type A)","Open","Ffordd Llanbadarn","Llangawsai","Aberystwyth","SY23 3QN","http://mylocalschool.wales.gov.uk/School/6674048"
70,"0101000020346C0000ED379423CC730D414C4E14095D620D41","6674059","Ysgol Dyffryn Teifi","Ceredigion","Uwchradd (ystod oedran 11-19)","Mixed","Bilingual (Type A)","Closed","Heol Llyn y Fran","Llandysul","Ceredigion","SA44 4HP","http://mylocalschool.wales.gov.uk/School/6674059"
71,"0101000020346C00003053143589CC074146B5274986F80C41","6684031","Ysgol Bro Gwaun","Pembrokeshire","Uwchradd (ystod oedran 11-19)","Mixed","English with significant Welsh","Open","Heol Dyfed","Fishguard","Pembrokeshire","SA65 9DT","http://mylocalschool.wales.gov.uk/School/6684031"
72,"0101000020346C00007912377B0B7C05415A2B1765FE820B41","6684034","Ysgol Dewi Sant","Pembrokeshire","Uwchradd (ystod oedran 11-19)","Mixed","English medium","Due to close","St David's","Haverfordwest","Pembrokeshire","SA62 6QH","http://mylocalschool.wales.gov.uk/School/6684034"
73,"0101000020346C00004F6E626B49F0094148471625F77D0841","6684035","Ysgol Greenhill School","Pembrokeshire","Uwchradd (ystod oedran 11-19)","Mixed","English medium","Open","Heywood Lane","Tenby","Pembrokeshire","SA70 8BN","http://mylocalschool.wales.gov.uk/School/6684035"
74,"0101000020346C00001535D5B6A9230841467E34A30BB70841","6684038","Pembroke School","Pembrokeshire","Uwchradd (ystod oedran 11-19)","Mixed","English medium","Open","Bush","Pembroke","Pembrokeshire","SA71 4RL","http://mylocalschool.wales.gov.uk/School/6684038"
75,"0101000020346C00003D133D97DBE90741B8A92112DA5D0A41","6684055","Sir Thomas Picton School","Pembrokeshire","Uwchradd (ystod oedran 11-19)","Mixed","English medium","Due to close","Queensway","Haverfordwest","Pembrokeshire","SA61 2NX","http://mylocalschool.wales.gov.uk/School/6684055"
76,"0101000020346C0000C58D077A425A0741288B80FDCD490941","6684063","Milford Haven School","Pembrokeshire","Uwchradd (ystod oedran 11-19)","Mixed","English medium","Open","Steynton Road","Milford Haven","Pembrokeshire","SA73 1AE","http://mylocalschool.wales.gov.uk/School/6684063"
77,"0101000020346C0000C6179B883EA40A41921816F5A3820C41","6684064","Ysgol y Preseli","Pembrokeshire","Uwchradd (ystod oedran 11-19)","Mixed","Bilingual (Type A)","Open","Crymych","Preseli","Sir Benfro","SA41 3QH","http://mylocalschool.wales.gov.uk/School/6684064"
78,"0101000020346C000017B90046ADBE07419C2A9079D9440A41","6684511","Tasker-Milward V.C. School","Pembrokeshire","Uwchradd (ystod oedran 11-19)","Mixed","English medium","Due to close","Off Portfield Avenue","Haverfordwest","Pembrokeshire","SA61 1EQ","http://mylocalschool.wales.gov.uk/School/6684511"
79,"0101000020346C000004CF9043DA0F1041A00BA2405DF60941","6694029","Ysgol Dyffryn Aman","Carmarthenshire","Uwchradd (ystod oedran 11-19)","Mixed","Bilingual (Type B)","Open","Margaret Street","Ammanford","Carmarthenshire","SA18 2NW","http://mylocalschool.wales.gov.uk/School/6694029"
80,"0101000020346C0000E3E2C33AF9BA0E4102188187CE690841","6694050","Coedcae School","Carmarthenshire","Uwchradd (ystod oedran 11-16)","Mixed","English medium","Open","Trostre Road","Llanelli","Carmarthenshire","SA15 1LJ","http://mylocalschool.wales.gov.uk/School/6694050"
81,"0101000020346C000088450BE6496D0E41400311EDD1860841","6694052","Ysgol Gyfun Y Strade","Carmarthenshire","Uwchradd (ystod oedran 11-19)","Mixed","Bilingual (Type A)","Open","Heol Sandy","Llanelli","Carmarthenshire","SA15 4DL","http://mylocalschool.wales.gov.uk/School/6694052"
82,"0101000020346C000010C594AA89D00D411C51D49737890841","6694053","Glan-y-Mor School","Carmarthenshire","Uwchradd (ystod oedran 11-16)","Mixed","English medium","Open","Heol Elfed","Burry Port","Carmarthenshire","SA16 0AL","http://mylocalschool.wales.gov.uk/School/6694053"
83,"0101000020346C0000C690F8B44FCE0E414A89BB99859E0841","6694054","Bryngwyn School","Carmarthenshire","Uwchradd (ystod oedran 11-16)","Mixed","English medium","Open","Dafen","Llanelli","Carmarthenshire","SA14 8RP","http://mylocalschool.wales.gov.uk/School/6694054"
84,"0101000020346C0000001BEAA1686D0D418AB1835DC5930A41","6694056","Ysgol Gyfun Gymraeg Bro Myrddin","Carmarthenshire","Uwchradd (ystod oedran 11-19)","Mixed","Welsh medium","Open","Croesyceiliog","Caerfyrddin","Sir Gaerfyrddin","SA32 8DN","http://mylocalschool.wales.gov.uk/School/6694056"
85,"0101000020346C00008491C9BB2C270C4104594F1732530D41","6694060","Ysgol Gyfun Emlyn","Carmarthenshire","Uwchradd (ystod oedran 11-19)","Mixed","English with significant Welsh","Open","Newcastle Emlyn",NULL,"Carmarthenshire","SA38 9LN","http://mylocalschool.wales.gov.uk/School/6694060"
86,"0101000020346C00000779285FCB530D4138F418E491BA0A41","6694063","Queen Elizabeth High School","Carmarthenshire","Uwchradd (ystod oedran 11-19)","Mixed","English with significant Welsh","Open","Llansteffan Road","Johnstown","Carmarthen","SA31 3NL","http://mylocalschool.wales.gov.uk/School/6694063"
87,"0101000020346C00006D57CE54E83E0F41FCF8F769FE140A41","6694064","Ysgol Maes y Gwendraeth","Carmarthenshire","Uwchradd (ystod oedran 11-19)","Mixed","Bilingual (Type A)","Open","Cefneithin Campus","74 Parc Y Heol","Cefneithin","SA14 7DT","http://mylocalschool.wales.gov.uk/School/6694064"
88,"0101000020346C0000BE0DCE821D0410418641EE5F92090B41","6694065","Ysgol Bro Dinefwr","Carmarthenshire","Uwchradd (ystod oedran 11-19)","Mixed","Bilingual (Type B)","Open","Ffairfach","Llandeilo","Carmarthenshire","SA19 6PE","http://mylocalschool.wales.gov.uk/School/6694065"
89,"0101000020346C00006C97EC5A57D40A415A932416CE7B0A41","6694512","Dyffryn Taf","Carmarthenshire","Uwchradd (ystod oedran 11-19)","Mixed","English medium","Open","North Road","Whitland","Carmarthenshire","SA34 0BD","http://mylocalschool.wales.gov.uk/School/6694512"
90,"0101000020346C0000C4EEDCF998D40E411864C31688840841","6694600","St John Lloyd Catholic Comprehensive School","Carmarthenshire","Uwchradd (ystod oedran 11-16)","Mixed","English medium","Open","Havard Road","Llanelli","Carmarthenshire","SA14 8SD","http://mylocalschool.wales.gov.uk/School/6694600"
91,"0101000020346C0000E45E8FBB1A6010413A14E26EDDE30741","6704031","Cefn Hengoed","Swansea","Uwchradd (ystod oedran 11-16)","Mixed","English medium","Open","Caldicot Road","Winch Wen","Swansea","SA1 7HX","http://mylocalschool.wales.gov.uk/School/6704031"
92,"0101000020346C0000606D976E81E40F4190354D96D08F0741","6704032","Olchfa School","Swansea","Uwchradd (ystod oedran 11-19)","Mixed","English medium","Open","Gower Road","Sketty","Swansea","SA2 7AB","http://mylocalschool.wales.gov.uk/School/6704032"
93,"0101000020346C000098203300A749104138E193D49A650841","6704033","Morriston Comprehensive","Swansea","Uwchradd (ystod oedran 11-19)","Mixed","English medium","Open","Heol Maes Eglwys","Morriston","Swansea","SA6 6NH","http://mylocalschool.wales.gov.uk/School/6704033"
94,"0101000020346C000002981DC48A3810413C451CB079CE0741","6704043","Pentrehafod School","Swansea","Uwchradd (ystod oedran 11-16)","Mixed","English medium","Open","Pentremawr Road","Hafod","Swansea","SA1 2NN","http://mylocalschool.wales.gov.uk/School/6704043"
95,"0101000020346C000055FBD4CA8604104164AADFAE78820741","6704044","Bishop Gore School","Swansea","Uwchradd (ystod oedran 11-19)","Mixed","English medium","Open","De-La-Beche Road","Sketty","Swansea","SA2 9AP","http://mylocalschool.wales.gov.uk/School/6704044"
96,"0101000020346C0000905B7BBD2C9C0F41EC08DC645C540841","6704062","Penyrheol Comprehensive School","Swansea","Uwchradd (ystod oedran 11-16)","Mixed","English medium","Open","Pontarddulais Road","Gorseinon","Swansea","SA4 4FG","http://mylocalschool.wales.gov.uk/School/6704062"
97,"0101000020346C00005534A1C350A40F41E4569A2F53E40741","6704063","Gowerton Comprehensive School","Swansea","Uwchradd (ystod oedran 11-19)","Mixed","English medium","Open","Cecil Road","Gowerton","Swansea","SA4 3DL","http://mylocalschool.wales.gov.uk/School/6704063"
98,"0101000020346C00000CE578A740820F4104D73949F8190741","6704069","Bishopston Comprehensive","Swansea","Uwchradd (ystod oedran 11-16)","Mixed","English medium","Open","The Glebe","Bishopston","Swansea","SA3 3JP","http://mylocalschool.wales.gov.uk/School/6704069"
99,"0101000020346C00000662F5DE7DB00F41E402C1FB26E80841","6704072","Pontarddulais Comprehensive School","Swansea","Uwchradd (ystod oedran 11-16)","Mixed","English medium","Open","Caecerrig Road","Pontarddulais","Swansea","SA4 8PD","http://mylocalschool.wales.gov.uk/School/6704072"
100,"0101000020346C0000C6D920F8159E0F4110B9169202F00741","6704074","Ysgol Gyfun Gwyr","Swansea","Uwchradd (ystod oedran 11-19)","Mixed","Welsh medium","Open","Talbot Street","Tregwyr","Abertawe","SA4 3DB","http://mylocalschool.wales.gov.uk/School/6704074"
101,"0101000020346C000040328D450F8510414893F3ABB83D0841","6704075","Birchgrove","Swansea","Uwchradd (ystod oedran 11-16)","Mixed","English medium","Open","Birchgrove Road","Birchgrove","Swansea","SA7 9NB","http://mylocalschool.wales.gov.uk/School/6704075"
102,"0101000020346C0000882538D1660A10415607E3D711C20741","6704076","Dylan Thomas Community School","Swansea","Uwchradd (ystod oedran 11-16)","Mixed","English medium","Open","John Street","Cockett","Swansea","SA2 0FR","http://mylocalschool.wales.gov.uk/School/6704076"
103,"0101000020346C00002018C45476251041462759C0ACFD0741","6704078","Ysgol Gyfun Gymraeg Bryn Tawe","Swansea","Uwchradd (ystod oedran 11-19)","Mixed","Welsh medium","Open","Heol Gywrosydd","Penlan","Swansea","SA5 7BU","http://mylocalschool.wales.gov.uk/School/6704078"
104,"0101000020346C0000EC97BEC92E3C104140E2692938210841","6704600","Bishop Vaughan School","Swansea","Uwchradd (ystod oedran 11-19)","Mixed","English medium","Open","Mynydd Garnlwyd Road","Morriston","Swansea","SA6 7QG","http://mylocalschool.wales.gov.uk/School/6704600"
105,"0101000020346C00003FD4637C66751141CA38EC49E0EC0741","6714047","Cymer Afan Comprehensive School","Neath Port Talbot","Uwchradd (ystod oedran 11-16)","Mixed","English medium","Open","School Road","Cymmer","Port Talbot","SA13 3EL","http://mylocalschool.wales.gov.uk/School/6714047"
106,"0101000020346C0000AF173215D3E21041F0FEB885A8300741","6714052","Glan Afan Comprehensive School","Neath Port Talbot","Uwchradd (ystod oedran 11-16)","Mixed","English medium","Closed","Station Road","Port Talbot","null","SA13 1LZ","http://mylocalschool.wales.gov.uk/School/6714052"
107,"0101000020346C000047017708F6BB10411A465BAD4A5B0741","6714056","Sandfields Comprehensive School","Neath Port Talbot","Uwchradd (ystod oedran 11-16)","Mixed","English medium","Closed","Southdown View","Sandfields","Port Talbot","SA12 7AH","http://mylocalschool.wales.gov.uk/School/6714056"
108,"0101000020346C0000B0AD8A9E660311417E1633B592E00641","6714059","Dyffryn School","Neath Port Talbot","Uwchradd (ystod oedran 11-16)","Mixed","English medium","Due to close","Bertha Road","Margam","Port Talbot","SA13 2AN","http://mylocalschool.wales.gov.uk/School/6714059"
109,"0101000020346C0000CDD3B358B3E91041622F6059CF7D0941","6714060","Ysgol Gyfun Ystalyfera","Neath Port Talbot","Uwchradd (ystod oedran 11-19)","Mixed","Welsh medium","Closed","Glan Yr Afon","Ystalyfera","Swansea","SA9 2JJ","http://mylocalschool.wales.gov.uk/School/6714060"
110,"0101000020346C0000340E69A552EC10411668647F7DF10741","6714064","Cefn Saeson Comprehensive School","Neath Port Talbot","Uwchradd (ystod oedran 11-16)","Mixed","English medium","Open","Afan Valley Road","Cimla","Neath","SA11 3TA","http://mylocalschool.wales.gov.uk/School/6714064"
111,"0101000020346C0000631983F4159B1041A2162D6B35D80841","6714065","Cwmtawe Community School","Neath Port Talbot","Uwchradd (ystod oedran 11-16)","Mixed","English medium","Open","Ffordd Parc Ynysderw","Pontardawe","Swansea","SA8 4EG","http://mylocalschool.wales.gov.uk/School/6714065"
112,"0101000020346C0000960642D543E2104166EDFBD6DA520841","6714066","Llangatwg Community School","Neath Port Talbot","Uwchradd (ystod oedran 11-16)","Mixed","English medium","Open","Main Road","Cadoxton","Neath","SA10 8DB","http://mylocalschool.wales.gov.uk/School/6714066"
113,"0101000020346C0000E48AB4CE4FC41041E693B714CC280841","6714067","Dwr Y Felin Comprehensive School","Neath Port Talbot","Uwchradd (ystod oedran 11-16)","Mixed","English medium","Open","Dwr Y Felin Road","Neath",NULL,"SA10 7RE","http://mylocalschool.wales.gov.uk/School/6714067"
114,"0101000020346C00004FFF210406C010418C84476C94DC0741","6714068","Cwrt Sart Community Comprehensive School","Neath Port Talbot","Uwchradd (ystod oedran 11-16)","Mixed","English medium","Closed","Old Road","Briton Ferry","Neath","SA11 2ET","http://mylocalschool.wales.gov.uk/School/6714068"
115,"0101000020346C00009E67EA538FD510414C4ECB8F46420741","6714601","St Joseph's RC School and 6th Form Centre","Neath Port Talbot","Uwchradd (ystod oedran 11-19)","Mixed","English medium","Open","Newton Avenue","Aberavon","Port Talbot","SA12 6EY","http://mylocalschool.wales.gov.uk/School/6714601"
116,"0101000020346C0000AF019AB4D74F114186212C5F31420641","6724059","Cynffig Comprehensive","Bridgend","Uwchradd (ystod oedran 11-19)","Mixed","English medium","Open","East Avenue","Kenfig Hill","Bridgend","CF33 6NP","http://mylocalschool.wales.gov.uk/School/6724059"
117,"0101000020346C000048577020FFAA1141AAC78C30AC180641","6724068","Bryntirion Comprehensive.","Bridgend","Uwchradd (ystod oedran 11-19)","Mixed","English medium","Open","Merlin Crescent","Cefn Glas","Bridgend","CF31 4QR","http://mylocalschool.wales.gov.uk/School/6724068"
118,"0101000020346C0000BADF4C921B701141AA06E80884650741","6724071","Maesteg Comprehensive School","Bridgend","Uwchradd (ystod oedran 11-19)","Mixed","English medium","Open","Ffordd Dysgu","Maesteg","Bridgend","CF34 0LQ","http://mylocalschool.wales.gov.uk/School/6724071"
119,"0101000020346C000012D4AA5A9A0F1241F415A7E5711C0641","6724076","Pencoed Comprehensive","Bridgend","Uwchradd (ystod oedran 11-19)","Mixed","English medium","Open","Coychurch Road","Pencoed","Bridgend","CF35 5LZ","http://mylocalschool.wales.gov.uk/School/6724076"
120,"0101000020346C00000A906E637ABC1141DC82A1B317D50541","6724078","Brynteg School","Bridgend","Uwchradd (ystod oedran 11-19)","Mixed","English medium","Open","Ewenny Road","Bridgend",NULL,"CF31 3ER","http://mylocalschool.wales.gov.uk/School/6724078"
121,"0101000020346C000040153488732B11414213EE0CE49D0541","6724080","Porthcawl Comprehensive School","Bridgend","Uwchradd (ystod oedran 11-19)","Mixed","English medium","Open","52 Park Avenue","Porthcawl","Bridgend","CF36 3ES","http://mylocalschool.wales.gov.uk/School/6724080"
122,"0101000020346C0000A28030DC6D8311418CB92B6B11FD0641","6724085","Ysgol Gyfun Gymraeg Llangynwyd","Bridgend","Uwchradd (ystod oedran 11-19)","Mixed","Welsh medium","Open","Llangynwyd","Maesteg","Bridgend","CF34 9RW","http://mylocalschool.wales.gov.uk/School/6724085"
123,"0101000020346C00005E2DEADD0EB411410A3540DA447C0641","6724086","Coleg Cymunedol Y Dderwen","Bridgend","Uwchradd (ystod oedran 11-19)","Mixed","English medium","Open","Heol Yr Ysgol","Tondu","Bridgend","CF32 9EL","http://mylocalschool.wales.gov.uk/School/6724086"
124,"0101000020346C0000F31D6E1BFCD11141C4789712F9F60541","6724601","Archbishop McGrath Catholic High School","Bridgend","Uwchradd (ystod oedran 11-19)","Mixed","English medium","Open","Oak Tree Way","Brackla","Bridgend","CF31 2DN","http://mylocalschool.wales.gov.uk/School/6724601"
125,"0101000020346C0000FE96960D1A271241EA40031B458F0441","6734060","Llantwit Major School","The Vale of Glamorgan","Uwchradd (ystod oedran 11-19)","Mixed","English medium","Open","Ham Lane East","Llantwit Major","Vale of Glamorgan","CF61 1TQ","http://mylocalschool.wales.gov.uk/School/6734060"
126,"0101000020346C00001468685937F412413A08E39D52A90441","6734061","Barry Comprehensive School","The Vale of Glamorgan","Uwchradd (ystod oedran 11-19)","Mixed","English medium","Open","Port Road West","Barry","Vale of Glamorgan","CF62 8ZJ","http://mylocalschool.wales.gov.uk/School/6734061"
127,"0101000020346C0000FC514E7DD10A1341166AA47674C90441","6734062","Bryn Hafren Comprehensive School","The Vale of Glamorgan","Uwchradd (ystod oedran 11-19)","Mixed","English medium","Open","Merthyr Dyfan Road","Barry","Vale of Glamorgan","CF62 9YQ","http://mylocalschool.wales.gov.uk/School/6734062"
128,"0101000020346C0000C9F62F662453124160A69AE2B3560541","6734065","Cowbridge Comprehensive School","The Vale of Glamorgan","Uwchradd (ystod oedran 11-19)","Mixed","English medium","Open","Aberthin Road","Cowbridge","Vale of Glamorgan","CF71 7EN","http://mylocalschool.wales.gov.uk/School/6734065"
129,"0101000020346C00007F6B20943B5813411E0DB0BBB3F40441","6734067","St Cyres Comprehensive School","The Vale of Glamorgan","Uwchradd (ystod oedran 11-19)","Mixed","English medium","Open","St Cyres Road","Penarth","The Vale of Glamorgan","CF64 2XP","http://mylocalschool.wales.gov.uk/School/6734067"
130,"0101000020346C0000A874765828261341CA0930BB2ABF0441","6734612","St Richard Gwyn Catholic High School","The Vale of Glamorgan","Uwchradd (ystod oedran 11-16)","Mixed","English medium","Open","Argae Lane","Barry","Vale of Glamorgan","CF63 1BL","http://mylocalschool.wales.gov.uk/School/6734612"
131,"0101000020346C0000183028B712671341AA1DC46EC9E40441","6735400","Stanwell School","The Vale of Glamorgan","Uwchradd (ystod oedran 11-19)","Mixed","English medium","Open","Archer Road","Penarth","The Vale of Glamorgan","CF64 2XL","http://mylocalschool.wales.gov.uk/School/6735400"
132,"0101000020346C0000AC201DBC8FAB124160F8ED2F87A30641","6744019","Bryncelynnog Comprehensive School","Rhondda Cynon Taf","Uwchradd (ystod oedran 11-19)","Mixed","English medium","Open","Penycoedcae Road","Beddau","Pontypridd","CF38 2AE","http://mylocalschool.wales.gov.uk/School/6744019"
133,"0101000020346C00002915C41AAFD51241F80046FC1A820741","6744022","The Pontypridd High School","Rhondda Cynon Taf","Uwchradd (ystod oedran 11-19)","Mixed","English medium","Open","Albion Site","Cilfynydd","Pontypridd","CF37 4SF","http://mylocalschool.wales.gov.uk/School/6744022"
134,"0101000020346C000069ECAE19D1E4124198DB5680DAE00641","6744027","Hawthorn High School","Rhondda Cynon Taf","Uwchradd (ystod oedran 11-19)","Mixed","English medium","Open","School Lane","Hawthorn","Pontypridd","CF37 5AL","http://mylocalschool.wales.gov.uk/School/6744027"
135,"0101000020346C00005D89AE98658E12419ACE592657620841","6744053","Mountain Ash Comprehensive School","Rhondda Cynon Taf","Uwchradd (ystod oedran 11-19)","Mixed","English medium","Open","New Road","Mountain Ash",NULL,"CF45 4DG","http://mylocalschool.wales.gov.uk/School/6744053"
136,"0101000020346C00001739208AB8D11241B47F7BE586B50641","6744054","Ysgol Gyfun Garth Olwg","Rhondda Cynon Taf","Uwchradd (ystod oedran 11-19)","Mixed","Welsh medium","Open","Y Brif Ffordd","Pentre'r Eglwys","Pontypridd","CF38 1DX","http://mylocalschool.wales.gov.uk/School/6744054"
137,"0101000020346C0000E860951154531241028FE7F92AF20641","6744057","Tonyrefail School","Rhondda Cynon Taf","Uwchradd (ystod oedran 11-19)","Mixed","English medium","Due to close","Gilfach Road","Tonyrefail","null","CF39 8HG","http://mylocalschool.wales.gov.uk/School/6744057"
138,"0101000020346C000087C590CD550A1241A0DFA5A2B9010841","6744081","Treorchy Comprehensive School","Rhondda Cynon Taf","Uwchradd (ystod oedran 11-19)","Mixed","English with significant Welsh","Open","Pengelli","Treorchy","Rhondda","CF42 6UL","http://mylocalschool.wales.gov.uk/School/6744081"
139,"0101000020346C00006D423D42413412410274CF274D230841","6744083","Ferndale Community School","Rhondda Cynon Taf","Uwchradd (ystod oedran 11-16)","Mixed","English medium","Open","Ferndale",NULL,NULL,"CF43 4AR","http://mylocalschool.wales.gov.uk/School/6744083"
140,"0101000020346C00002312E24E2B6D1241DAA485F8036B0741","6744087","Porth County Community","Rhondda Cynon Taf","Uwchradd (ystod oedran 11-19)","Mixed","English medium","Due to close","Cemetery Road","Porth","Rhondda Cynon Taf","CF39 0BS","http://mylocalschool.wales.gov.uk/School/6744087"
141,"0101000020346C00000A6984E83F4012413634E58A02780741","6744095","Tonypandy Community College","Rhondda Cynon Taf","Uwchradd (ystod oedran 11-19)","Mixed","English medium","Due to close","Llewellyn Street","null","Penygraig","CF40 1HQ","http://mylocalschool.wales.gov.uk/School/6744095"
142,"0101000020346C0000D46A6D72CB8E1241E071B01D883D0641","6744096","Y Pant Comprehensive","Rhondda Cynon Taf","Uwchradd (ystod oedran 11-19)","Mixed","English medium","Open","Cowbridge Road","Talbot Green","Pontyclun","CF72 8YQ","http://mylocalschool.wales.gov.uk/School/6744096"
143,"0101000020346C0000CF2CB0400172124102F67A73CB440741","6744097","Ysgol Gyfun Cwm Rhondda","Rhondda Cynon Taf","Uwchradd (ystod oedran 11-19)","Mixed","Welsh medium","Open","Heol Graigwen","Cymmer","Porth","CF39 9HA","http://mylocalschool.wales.gov.uk/School/6744097"
144,"0101000020346C00001EA869C97B20124152CB98E67A070941","6744105","Ysgol Gyfun Rhydywaun","Rhondda Cynon Taf","Uwchradd (ystod oedran 11-19)","Mixed","Welsh medium","Open","Rhodfa Lawrence","Penywaun","Hirwaun","CF44 9ES","http://mylocalschool.wales.gov.uk/School/6744105"
145,"0101000020346C0000D6A708A6735A12412879B5114AB90841","6744106","Aberdare Community School","Rhondda Cynon Taf","Uwchradd (ystod oedran 11-19)","Mixed","English medium","Open","Ynys Road","Ynys","Aberdare","CF44 7RP","http://mylocalschool.wales.gov.uk/School/6744106"
146,"0101000020346C0000827FABC127E812416A4595B904F70641","6744602","Cardinal Newman R.C.","Rhondda Cynon Taf","Uwchradd (ystod oedran 11-19)","Mixed","English medium","Open","Dynea Road","Rhydyfelin","Pontypridd","CF37 5DP","http://mylocalschool.wales.gov.uk/School/6744602"
147,"0101000020346C0000EA31E8C81F4512417CABDA80EAC00841","6744604","St.John Baptist High School","Rhondda Cynon Taf","Uwchradd (ystod oedran 11-19)","Mixed","English medium","Open","Glan Road","Aberdare","Rhondda Cynon Taf","CF44 8BW","http://mylocalschool.wales.gov.uk/School/6744604"
148,"0101000020346C0000889780E238BF1241102624710AAA0841","6754011","Afon Taf High School","Merthyr Tydfil","Uwchradd (ystod oedran 11-16)","Mixed","English medium","Open","Yew Street","Troedyrhiw","Merthyr Tydfil","CF48 4ED","http://mylocalschool.wales.gov.uk/School/6754011"
149,"0101000020346C0000DC757A968C9B124158400816E7730941","6754012","Pen-Y-Dre High School","Merthyr Tydfil","Uwchradd (ystod oedran 11-16)","Mixed","English medium","Open","Gurnos Estate","Merthyr Tydfil","null","CF47 9BY","http://mylocalschool.wales.gov.uk/School/6754012"
150,"0101000020346C00009FBC805451A5124168C6861F66340941","6754013","Cyfarthfa High School","Merthyr Tydfil","Uwchradd (ystod oedran 11-16)","Mixed","English medium","Open","Cae Mari Dwn","Queen's Road","Merthyr Tydfil","CF47 0LS","http://mylocalschool.wales.gov.uk/School/6754013"
151,"0101000020346C0000C5CDA967E4A312413A93B243D04F0941","6754600","Bishop Hedley High School","Merthyr Tydfil","Uwchradd (ystod oedran 11-16)","Mixed","English medium","Open","Gwaunfarren Road","Penydarren","Merthyr Tydfil","CF47 9AN","http://mylocalschool.wales.gov.uk/School/6754600"
152,"0101000020346C000040B3DB32B69A1341608BF78DB4070841","6764031","Newbridge School","Caerphilly","Uwchradd (ystod oedran 11-16)","Mixed","English medium","Open","Bridge Street","Newbridge","Newport","NP11 5FR","http://mylocalschool.wales.gov.uk/School/6764031"
153,"0101000020346C0000EC0194C76F621341BEFE364DE4E80741","6764032","Pontllanfraith Comprehensive","Caerphilly","Uwchradd (ystod oedran 11-16)","Mixed","English medium","Closed","Coed Caeddu Road","Pontllanfraith","Blackwood","NP12 2YB","http://mylocalschool.wales.gov.uk/School/6764032"
154,"0101000020346C000000BE9A60EF56134142ACEF4520200841","6764046","Blackwood Comprehensive School","Caerphilly","Uwchradd (ystod oedran 11-16)","Mixed","English medium","Open","Ty Isha Terrace","Cen Fforest","Blackwood","NP12 1ER","http://mylocalschool.wales.gov.uk/School/6764046"
